,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Cash & Cash Equivalents,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Security Agree to be Resold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Financial Instruments Sold Under Agreements To Repurchase,Securities Loaned,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Capital Lease Obligation,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
107,6/30/1996,"36,061,800","998,500","998,500",-,-,"998,500",-,-,-,-,-,-,-,-,-,"4,913,600",-,"4,913,600",-,-,-,-,"18,854,900","19,525,900",-,-,-,-,"19,525,900","671,000","6,662,400",-,-,-,"365,300",-,-,-,"158,600",-,-,"4,108,500","31,108,500","6,390,300","6,390,300","6,390,300",-,"4,561,200",-,-,"6,463,800","6,463,800",-,-,-,-,-,"2,963,000","2,963,000",-,"2,963,000",-,-,"7,888,000","7,888,000",-,-,"2,842,200","4,953,300","4,953,300",-,-,-,"2,577,000",-,-,-,-,-,"2,376,300",-,"12,841,300",-,"4,953,300",-,"4,794,700","15,804,300","4,794,700","10,851,000","9,852,500","658,800","658,800",-,-
108,3/31/1996,"35,342,100","931,300","931,300",-,-,"931,300",-,-,-,-,-,-,-,-,-,"5,959,100",-,"5,959,100",-,-,-,-,"18,120,400","18,784,000",-,-,-,-,"18,784,000","663,600","6,410,400",-,-,-,"354,500",-,-,-,"160,200",-,-,"3,406,200","30,429,400","6,003,900","6,003,900","6,003,900",-,"4,697,400",-,-,"6,657,300","6,657,300",-,-,-,-,-,"2,274,900","2,274,900",-,"2,274,900",-,-,"8,000,900","8,000,900",-,-,"2,795,000","4,912,700","4,912,700",-,-,-,"2,374,600",-,-,-,-,-,"2,538,100",-,"12,913,600",-,"4,912,700",-,"4,752,500","15,188,500","4,752,500","10,275,800","9,344,500","670,000","670,000",-,-
109,12/31/1995,"38,208,200","1,464,500","1,464,500",-,-,"1,464,500",-,-,-,-,-,-,-,-,-,"5,420,700",-,"5,420,700",-,-,-,-,"20,834,600","21,556,400",-,-,-,-,"21,556,400","721,800","6,004,900",-,-,-,"341,000",-,-,-,"161,900",-,-,"3,980,600","33,374,500","6,191,100","6,191,100","6,191,100",-,"4,938,600",-,-,"6,397,500","6,397,500",-,-,-,-,-,"6,325,500","6,325,500",-,"6,325,500",-,-,"6,732,400","6,732,400",-,-,"2,789,400","4,833,700","4,833,700",-,-,-,"2,165,700",-,-,-,-,-,"2,668,000",-,"11,566,100",-,"4,833,700",-,"4,671,800","17,891,600","4,671,800","13,057,900","11,593,400","675,200","675,200",-,-
110,9/30/1995,"32,881,100","933,000","933,000",-,-,"933,000",-,-,-,-,-,-,-,-,-,"6,816,600",-,"6,816,600",-,-,-,-,"16,849,200","17,474,600",-,-,-,-,"17,474,600","625,400","5,862,500",-,-,-,"328,000",-,-,-,"163,500",-,-,"1,928,300","28,157,000","5,698,700","5,698,700","5,698,700",-,"4,681,400",-,-,"5,919,600","5,919,600",-,-,-,-,-,"608,900","608,900",-,"608,900",-,-,"8,491,900","8,491,900",-,-,"2,756,500","4,724,100","4,724,100",-,-,-,"2,014,800",-,-,-,-,-,"2,709,300",-,"13,216,000",-,"4,724,100",-,"4,560,600","13,824,900","4,560,600","9,100,800","8,167,800","683,200","683,200",-,-
111,6/30/1995,"33,656,300","797,700","797,700",-,-,"797,700",-,-,-,-,-,-,-,-,-,"6,250,800",-,"6,250,800",-,-,-,-,"16,198,200","16,802,800",-,-,-,-,"16,802,800","604,600","6,325,500",-,-,-,"311,900",-,-,-,"163,600",-,-,"3,608,600","29,132,200","5,582,700","5,582,700","5,582,700",-,"5,598,800",-,-,"6,738,300","6,738,300",-,-,-,-,-,"809,700","809,700",-,"809,700",-,-,"7,873,000","7,873,000",-,-,"2,529,700","4,524,100","4,524,100",-,-,-,"1,823,400",-,-,-,-,-,"2,700,700",-,"12,397,100",-,"4,524,100",-,"4,360,500","13,206,800","4,360,500","8,682,700","7,885,000","682,000","682,000",-,-
112,3/31/1995,"31,579,500","760,900","760,900",-,-,"760,900",-,-,-,-,-,-,-,-,-,"5,158,100",-,"5,158,100",-,-,-,-,"15,328,800","15,933,600",-,-,-,-,"15,933,600","604,800","6,218,400",-,-,-,"290,400",-,-,-,"165,200",-,-,"3,657,700","27,274,600","5,381,200","5,381,200","5,381,200",-,"4,503,500",-,-,"6,693,200","6,693,200",-,-,-,-,-,"647,300","647,300",-,"647,300",-,-,"7,793,700","7,793,700",-,-,"2,255,700","4,304,900","4,304,900",-,-,-,"1,613,200",-,-,-,-,-,"2,691,700",-,"12,098,600",-,"4,304,900",-,"4,139,700","12,745,900","4,139,700","8,441,000","7,680,100","680,800","680,800",-,-
113,12/31/1994,"31,859,400","1,334,100","1,334,100",-,-,"1,334,100",-,-,-,-,-,-,-,-,-,"5,215,100",-,"5,215,100",-,-,-,-,"15,608,400","16,174,100",-,-,-,-,"16,174,100","565,700","5,988,500",-,-,-,"280,600",-,-,-,"164,900",-,-,"3,267,800","27,751,400","5,208,700","5,208,700","5,208,700",-,"4,712,400",-,-,"6,143,600","6,143,600",-,-,-,-,-,"1,552,400","1,552,400",-,"1,552,400",-,-,"7,789,800","7,789,800",-,-,"2,344,500","4,108,000","4,108,000",-,-,-,"1,418,300",-,-,-,-,-,"2,689,700",-,"11,897,800",-,"4,108,000",-,"3,943,100","13,450,200","3,943,100","9,342,200","8,008,100","675,600","675,600",-,-
114,9/30/1994,"28,690,500","704,100","704,100",-,-,"704,100",-,-,-,-,-,-,-,-,-,"5,217,500",-,"5,217,500",-,-,-,-,"13,932,000","14,440,500",-,-,-,-,"14,440,500","508,500","5,224,600",-,-,-,"275,900",-,-,-,"168,700",-,-,"3,167,700","24,664,300","5,123,800","5,123,800","5,123,800",-,"4,627,700",-,-,"5,365,600","5,365,600",-,-,-,-,-,"808,000","808,000",-,"808,000",-,-,"6,519,600","6,519,600",-,-,"2,219,600","4,026,200","4,026,200",-,-,-,"1,299,400",-,-,-,-,-,"2,726,800",-,"10,545,800",-,"4,026,200",-,"3,857,500","11,353,800","3,857,500","7,327,600","6,623,500","684,000","684,000",-,-
115,6/30/1994,"27,646,400","569,300","569,300",-,-,"569,300",-,-,-,-,-,-,-,-,-,"6,044,600",-,"6,044,600",-,-,-,-,"12,860,900","13,335,900",-,-,-,-,"13,335,900","475,000","6,054,500",-,-,-,"264,400",-,-,-,"170,300",-,-,"1,682,400","23,786,800","4,991,900","4,991,900","4,991,900",-,"3,759,600",-,-,"5,942,300","5,942,300",-,-,-,-,-,"1,052,300","1,052,300",-,"1,052,300",-,-,"5,986,600","5,986,600",-,-,"2,054,100","3,859,600","3,859,600",-,-,-,"1,136,300",-,-,-,-,-,"2,723,300",-,"9,846,200",-,"3,859,600",-,"3,689,300","10,898,500","3,689,300","7,038,900","6,469,600","683,600","683,600",-,-
116,3/31/1994,"26,921,200","832,100","832,100",-,-,"832,100",-,-,-,-,-,-,-,-,-,"6,571,300",-,"6,571,300",-,-,-,-,"11,559,700","12,021,900",-,-,-,-,"12,021,900","462,200","5,712,600",-,-,-,"261,000",-,-,-,"171,900",-,-,"1,812,600","23,251,600","4,964,200","4,964,200","4,964,200",-,"4,335,200",-,-,"5,890,900","5,890,900",-,-,-,-,-,"831,300","831,300",-,"831,300",-,-,"5,288,700","5,288,700",-,-,"1,941,300","3,669,600","3,669,600",-,-,-,"950,800",-,-,-,-,-,"2,718,800",-,"8,958,300",-,"3,669,600",-,"3,497,700","9,789,600","3,497,700","6,120,000","5,287,900","682,800","682,800",-,-
117,12/31/1993,"27,662,300","830,300","830,300",-,-,"830,300",-,-,-,-,-,-,-,-,-,"5,472,000",-,"5,472,000",-,-,-,-,"11,711,400","12,148,200",-,-,-,-,"12,148,200","436,800","5,691,300",-,-,-,"257,500",-,-,-,"173,500",-,-,"3,526,300","24,185,200","4,888,100","4,888,100","4,888,100",-,"4,768,400",-,-,"6,122,200","6,122,200",-,-,-,-,-,"1,035,400","1,035,400",-,"1,035,400",-,-,"5,365,600","5,365,600",-,-,"2,005,500","3,477,100","3,477,100",-,-,-,"762,600",-,-,-,-,-,"2,714,500",-,"8,842,700",-,"3,477,100",-,"3,303,600","9,878,100","3,303,600","6,401,000","5,570,700","682,400","682,400",-,-
118,9/30/1993,"26,780,300","5,578,300","505,800",-,-,"505,800",-,-,-,-,"5,072,500","5,072,500",-,-,-,"2,598,900",-,"2,598,900",-,-,-,-,"11,001,600","11,426,300",-,-,-,-,"11,426,300","424,700","6,186,100",-,-,-,-,-,-,-,-,-,-,"1,415,400","23,425,300","4,743,500","4,743,500","4,743,500",-,"5,215,200",-,-,"5,806,700","5,806,700",-,-,-,-,-,"3,646,500","3,646,500",-,"3,646,500",-,-,"2,241,700","2,241,700",-,-,"1,771,700","3,355,000","3,355,000",-,-,-,"641,100",-,-,-,-,-,"2,713,900",-,"5,596,700",-,"3,355,000",-,"3,355,000","9,243,200","3,355,000","5,888,200","5,382,400","682,400","682,400",-,-
119,6/30/1993,"25,401,400","4,151,900","537,000",-,-,"537,000",-,-,-,-,"3,614,900","3,614,900",-,-,-,"2,240,400",-,"2,240,400",-,-,-,-,"9,761,900","10,136,600",-,-,-,-,"10,136,600","374,700","6,125,200",-,-,-,-,-,-,-,-,-,-,"3,122,000","22,204,000","4,518,600","4,518,600","4,518,600",-,"4,378,500",-,-,"5,523,300","5,523,300",-,-,-,-,-,"2,503,700","2,503,700",-,"2,503,700",-,-,"2,241,300","2,241,300",-,-,"3,038,600","3,197,400","3,197,400",-,-,-,"486,600",-,-,-,-,-,"2,710,800",-,"5,438,700",-,"3,197,400",-,"3,197,400","7,942,400","3,197,400","4,745,000","4,208,000","681,780","681,780",-,-
120,3/31/1993,"22,452,700","453,600","453,600",-,-,"453,600",-,-,-,-,-,-,-,-,-,"5,023,800",-,"5,023,800",-,-,-,-,"7,886,700","8,216,900",-,-,-,-,"8,216,900","330,200","6,407,700",-,-,-,-,-,-,-,-,-,-,"2,680,900","19,412,300","4,655,100","4,655,100","4,655,100",-,"4,458,200",-,-,"5,572,900","5,572,900",-,-,-,-,-,"1,308,400","1,308,400",-,"1,308,400",-,-,"1,891,300","1,891,300",-,-,"1,526,400","3,040,400","3,040,400",-,-,-,"346,500",-,-,-,-,-,"2,693,900",-,"4,931,700",-,"3,040,400",-,"3,040,400","6,240,100","3,040,400","3,199,700","2,746,100","680,000","680,000",-,-
121,1/31/1993,"80,353,200","46,978,500","2,563,700",-,-,"2,563,700",-,-,-,-,"44,414,800","44,414,800",-,-,-,"26,714,600",-,-,-,"26,714,600",-,-,-,-,-,-,-,-,-,-,"3,699,100","3,699,100","3,699,100",-,"552,300",-,-,-,-,-,-,"2,408,700","76,919,100",-,-,-,-,"55,019,500",-,-,"462,400","462,400","462,400",-,-,-,-,"7,687,600","7,687,600",-,"7,687,600",-,-,"3,960,000","3,960,000",-,-,"9,789,600","3,434,100","3,434,100",-,-,-,"2,442,400",-,-,"-1,800","-1,800",-,"993,500",-,"7,394,100",-,"3,434,100",-,"3,434,100","15,081,700","3,434,100","11,647,600","9,083,900","680,000","680,000",-,-
122,10/31/1992,"76,044,300","46,979,700","2,740,200",-,-,"2,740,200",-,-,-,-,"44,239,500","44,239,500",-,-,-,"23,363,500",-,-,-,"23,363,500",-,-,-,-,-,-,-,-,-,-,"3,478,500","3,478,500","3,478,500",-,"536,800",-,-,-,-,-,-,"1,685,800","72,841,500",-,-,-,-,"50,185,300",-,-,-,-,-,-,-,-,-,"7,293,200","7,293,200",-,"7,293,200",-,-,"4,166,900","4,166,900",-,-,"11,196,100","3,202,800","3,202,800",-,-,-,"2,330,500",-,-,"3,600","3,600",-,"868,700",-,"7,369,700",-,"3,202,800",-,"3,202,800","14,662,900","3,202,800","11,460,100","8,719,900",-,-,-,-
123,7/31/1992,"76,493,600","48,727,800","3,992,000",-,-,"3,992,000",-,-,-,-,"44,735,800","44,735,800",-,-,-,"20,551,400",-,-,-,"20,551,400",-,-,-,-,-,-,-,-,-,-,"2,755,300","2,755,300","2,755,300",-,"545,100",-,-,-,-,-,-,"3,914,000","73,355,500",-,-,-,-,"51,539,900",-,-,-,-,-,-,-,-,-,"5,313,100","5,313,100",-,"5,313,100",-,-,"4,169,300","4,169,300",-,-,"12,333,200","3,138,100","3,138,100",-,-,-,"2,250,100",-,-,"4,200","4,200",-,"883,800",-,"7,307,400",-,"3,138,100",-,"3,138,100","12,620,500","3,138,100","9,482,400","5,490,400",-,-,-,-
124,4/30/1992,"72,137,000","42,413,200","1,888,700",-,-,"1,888,700",-,-,-,-,"40,524,500","40,524,500",-,-,-,"22,530,900",-,-,-,"22,530,900",-,-,-,-,-,-,-,-,-,-,"3,071,500","3,071,500","3,071,500",-,"552,100",-,-,-,-,-,-,"3,569,300","68,957,600",-,-,-,-,"50,499,800",-,-,-,-,-,-,-,-,-,"6,921,600","6,921,600",-,"6,921,600",-,-,"3,411,500","3,411,500",-,-,"8,124,700","3,179,400","3,179,400",-,-,-,"2,161,500",-,-,"6,300","6,300",-,"1,011,600",-,"6,590,900",-,"3,179,400",-,"3,179,400","13,512,500","3,179,400","10,333,100","8,444,400",-,-,-,-
125,12/31/1991,"63,709,100","40,094,300","3,230,300",-,-,"3,230,300",-,-,-,-,"36,864,000","36,864,000",-,-,-,"19,030,000",-,-,-,"19,030,000",-,-,-,-,-,-,-,-,-,-,"2,372,200","2,372,200","2,372,200",-,"543,600",-,-,-,-,-,-,"1,669,000","60,715,700",-,-,-,-,"42,383,900",-,-,"396,700","396,700","396,700",-,-,-,-,"6,731,300","6,731,300",-,"6,731,300",-,-,"2,836,700","2,836,700",-,-,"8,367,100","2,993,400","2,993,400",-,-,-,"2,011,500",-,-,"14,700","14,700",-,"967,200",-,"5,830,100",-,"2,993,400",-,"2,993,400","12,561,400","2,993,400","9,568,000","6,337,700",-,-,-,-
126,9/30/1991,"70,741,800","51,954,300","674,900",-,-,"674,900",-,-,-,-,"51,279,400","51,279,400",-,-,-,"11,487,500",-,-,-,"11,487,500",-,-,-,-,-,-,-,-,-,-,"3,059,400","3,059,400","3,059,400",-,"495,200",-,-,-,-,-,-,"3,745,400","68,158,300",-,-,-,-,"51,204,000",-,-,-,-,-,-,-,-,-,"7,713,100","7,713,100",-,"7,713,100",-,-,"2,228,000","2,228,000",-,-,"7,013,200","2,583,500","2,583,500",-,-,-,"1,903,900",-,-,"12,800","12,800",-,"666,800",-,"4,811,500",-,"2,583,500",-,"2,583,500","12,524,600","2,583,500","9,941,100","9,266,200",-,-,-,-
127,6/30/1991,"58,649,700","46,707,200","911,300",-,-,"911,300",-,-,-,-,"45,795,900","45,795,900",-,-,-,"8,900,300",-,-,-,"8,900,300",-,-,-,-,-,-,-,-,-,-,"1,774,400","1,774,400","1,774,400",-,"457,900",-,-,-,-,-,-,"809,900","56,167,400",-,-,-,-,"43,031,400",-,-,-,-,-,-,-,-,-,"4,409,300","4,409,300",-,"4,409,300",-,-,"2,206,600","2,206,600",-,-,"6,520,100","2,482,300","2,482,300",-,-,-,"1,804,600",-,-,"18,500","18,500",-,"659,200",-,"4,688,900",-,"2,482,300",-,"2,482,300","9,098,200","2,482,300","6,615,900","5,704,600",-,-,-,-
128,3/31/1991,"58,925,000","45,440,300","1,261,700",-,-,"1,261,700",-,-,-,-,"44,178,600","44,178,600",-,-,-,"9,415,100",-,-,-,"9,415,100",-,-,-,-,-,-,-,-,-,-,"1,903,700","1,903,700","1,903,700",-,"415,900",-,-,-,-,-,-,"1,750,000","56,663,000",-,-,-,-,"41,909,200",-,-,-,-,-,-,-,-,-,"6,957,300","6,957,300",-,"6,957,300",-,-,"1,981,200","1,981,200",-,-,"5,815,300","2,262,000","2,262,000",-,-,-,"1,723,100",-,-,"15,700","15,700",-,"523,200",-,"4,243,200",-,"2,262,000",-,"2,262,000","11,200,500","2,262,000","8,938,500","7,676,800",-,-,-,-
129,12/31/1990,"53,526,500","41,712,900","2,308,700",-,-,"2,308,700",-,-,-,-,"39,404,200","39,404,200",-,-,-,"8,481,200",-,-,-,"8,481,200",-,-,-,-,-,-,-,-,-,-,"1,998,600","1,998,600","1,998,600",-,"385,300",-,-,-,-,-,-,"948,500","51,355,000",-,-,-,-,"37,599,300",-,-,"222,600","222,600","222,600",-,-,-,-,"5,420,400","5,420,400",-,"5,420,400",-,-,"1,381,600","1,381,600",-,-,"6,731,100","2,171,500","2,171,500",-,-,-,"1,621,900",-,-,"26,900","26,900",-,"522,700",-,"3,553,100",-,"2,171,500",-,"2,171,500","8,973,500","2,171,500","6,802,000","4,493,300",-,-,-,-
130,9/30/1990,"60,106,500","45,504,800","1,739,400",-,-,"1,739,400",-,-,-,-,"43,765,400","43,765,400",-,-,-,"9,879,200",-,-,-,"9,879,200",-,-,-,-,-,-,-,-,-,-,"2,531,700","2,531,700","2,531,700",-,"347,800",-,-,-,-,-,-,"1,843,000","58,001,000",-,-,-,-,"44,589,400",-,-,-,-,-,-,-,-,-,"5,758,700","5,758,700",-,"5,758,700",-,-,"1,173,800","1,173,800",-,-,"6,479,100","2,105,500","2,105,500",-,-,-,"1,583,300",-,-,"24,900","24,900",-,"497,300",-,"3,279,300",-,"2,105,500",-,"2,105,500","9,038,000","2,105,500","6,932,500","5,193,100",-,-,-,-
131,6/30/1990,"59,084,200","34,664,300","1,399,200",-,-,"1,399,200",-,-,-,-,"33,265,100","33,265,100",-,-,-,"20,622,000",-,-,-,"20,622,000",-,-,-,-,-,-,-,-,-,-,"2,812,500","2,812,500",-,-,"314,700",-,-,-,-,-,-,"670,700","57,025,300",-,-,-,-,"45,342,700",-,-,-,-,-,-,-,-,-,"6,116,200","6,116,200",-,"6,116,200",-,-,"1,115,400","1,115,400",-,-,"4,451,000","2,058,900","2,058,900",-,-,-,"1,529,300",-,-,-,-,-,"529,600",-,"3,174,300",-,"2,058,900",-,"2,058,900","9,290,500","2,058,900","7,231,600","5,832,400",-,-,-,-
132,3/31/1990,"55,954,200","9,639,500","789,100",-,-,"789,100",-,-,-,-,"8,850,400","8,850,400",-,-,-,"9,854,200",-,-,-,"9,854,200",-,-,-,-,-,-,-,-,-,-,"1,373,800","1,373,800",-,-,"284,300",-,-,-,-,-,-,"34,802,400","53,931,600",-,-,-,-,"5,267,600",-,-,-,-,-,-,-,-,-,"5,754,400","5,754,400",-,"5,754,400",-,-,"744,300","744,300",-,-,"42,165,300","2,022,600","2,022,600",-,-,-,"1,489,100",-,-,-,-,-,"533,500",-,"2,766,900",-,"2,022,600",-,"2,022,600","8,521,300","2,022,600","6,498,700","5,709,600",-,-,-,-
133,12/31/1989,"53,275,500","41,984,700","1,862,000",-,-,"1,862,000",-,-,-,-,"40,122,700","40,122,700",-,-,-,"7,905,300",-,-,-,"7,905,300",-,-,-,-,-,-,-,-,-,-,"1,798,700","1,798,700",-,-,"267,600",-,-,-,-,-,-,"1,319,200","51,254,500",-,-,-,-,"40,522,400",-,-,-,-,-,-,-,-,-,"5,287,400","5,287,400",-,"5,287,400",-,-,"742,900","742,900",-,-,"4,701,800","2,021,000","2,021,000",-,-,-,"1,424,900",-,-,"12,400","12,400",-,"583,700",-,"2,763,900",-,"2,021,000",-,"2,021,000","8,051,300","2,021,000","6,030,300","4,168,300",-,-,-,-
134,9/30/1989,"53,379,300","40,871,900","514,500",-,-,"514,500",-,-,-,-,"40,357,400","40,357,400",-,-,-,"9,254,800",-,-,-,"9,254,800",-,-,-,-,-,-,-,-,-,-,"1,664,600","1,664,600",-,-,-,-,-,-,-,-,-,"1,588,000","51,523,900",-,-,-,-,"43,093,700",-,-,-,-,-,-,-,-,-,"3,744,700","3,744,700",-,"3,744,700",-,-,"645,700","645,700",-,-,"4,039,800","1,855,400","1,855,400",-,-,-,"1,290,600",-,-,"13,200","13,200",-,"551,600",-,"2,501,100",-,"1,855,400",-,"1,855,400","6,245,800","1,855,400","4,390,400","3,875,900",-,-,-,-
135,6/30/1989,"55,257,000","38,020,600","948,700",-,-,"948,700",-,-,-,-,"37,071,900","37,071,900",-,-,-,"10,833,800",-,-,-,"10,833,800",-,-,-,-,-,-,-,-,-,-,"1,419,700","1,419,700",-,-,-,-,-,-,-,-,-,"4,982,900","53,492,900",-,-,-,-,"42,621,100",-,-,-,-,-,-,-,-,-,"4,936,900","4,936,900",-,"4,936,900",-,-,"636,300","636,300",-,-,"5,298,600","1,764,100","1,764,100",-,-,-,"1,204,100",-,-,"8,500","8,500",-,"551,500",-,"2,400,400",-,"1,764,100",-,"1,764,100","7,337,300","1,764,100","5,573,200","4,624,500",-,-,-,-
136,12/31/1988,"40,050,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"38,713,300",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"814,800","814,800",-,-,"37,898,500","1,337,500","1,337,500",-,-,-,"1,036,900",-,-,-,-,-,"300,600",-,"2,152,300",-,"1,337,500",-,"1,337,500","2,152,300","1,337,500","814,800","814,800",-,-,-,-
137,12/31/1987,"29,662,600",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,662,100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"582,600","582,600",-,-,"28,079,500","1,000,500","1,000,500",-,-,-,"680,300",-,-,-,-,-,"320,200",-,"1,583,100",-,"1,000,500",-,"1,000,500","1,583,100","1,000,500","582,600","582,600",-,-,-,-
138,12/31/1986,"28,392,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,607,200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"539,200","539,200",-,-,"27,068,000","785,600","785,600",-,-,-,"473,400",-,-,-,-,-,"312,200",-,"1,324,800",-,"785,600",-,"785,600","1,324,800","785,600","539,200","539,200",-,-,-,-
139,12/31/1985,"15,794,100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,492,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"358,000","358,000",-,-,"15,134,000","302,100","302,100",-,-,-,"281,800",-,-,-,-,-,"20,300",-,"660,100",-,"302,100",-,"302,100","660,100","302,100","358,000","358,000",-,-,-,-
