,,Unnamed: 0,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
ZION,146,ZION,12/31/1986,223.85M,,11.41,,,,,,
ZION,147,ZION,9/30/1986,270.89M,,11.64,,,,,,
ZION,148,ZION,6/30/1986,331.18M,,13.18,,,,,,
ZION,149,ZION,3/31/1986,302.63M,,11.23,,,,,,
ZION,150,ZION,12/31/1985,254.23M,,9.64,,,,,,
ZION,151,ZION,9/30/1985,212.93M,,8.08,,,,,,
DB,0,DB,As of Date: 4/27/2023Current,22.35B,,4.21,5.38,,0.8,0.29,,
DB,1,DB,3/31/2023,20.79B,,3.97,5.08,,0.75,0.27,,
DB,2,DB,12/31/2022,22.99B,,6.84,6.11,0.13,0.87,0.32,,
DB,3,DB,9/30/2022,15.31B,,6.55,4.5,0.1,0.62,0.23,,
DB,4,DB,6/30/2022,17.66B,,8.28,5.36,0.11,0.71,0.25,,
DB,5,DB,3/31/2022,26.54B,,12.19,8.33,0.18,0.96,0.35,,
DB,6,DB,12/31/2021,25.77B,,12.98,8.48,0.18,0.98,0.35,,
DB,7,DB,9/30/2021,26.82B,,12.59,8.71,0.19,0.97,0.36,,
DB,8,DB,6/30/2021,26.98B,,17.17,15.9,0.34,0.95,0.37,,
DB,9,DB,3/31/2021,25.02B,,146.23,19.23,,0.93,0.35,,
DB,10,DB,12/31/2020,22.73B,,,52.36,,0.79,0.3,,
DB,11,DB,9/30/2020,17.43B,,,35.97,,0.66,0.24,,
DB,12,DB,6/30/2020,19.58B,,,,,0.78,0.28,,
DB,13,DB,3/31/2020,13.59B,,,,,0.54,0.2,,
DB,14,DB,12/31/2019,16.01B,,,,,0.62,0.23,,
DB,15,DB,9/30/2019,15.53B,,,76.34,1.41,0.59,0.22,,
DB,16,DB,6/30/2019,15.92B,,671.06,15.24,,0.57,0.21,,
DB,17,DB,3/31/2019,16.83B,,,16.81,,0.61,0.22,,
DB,18,DB,12/31/2018,16.46B,,,,,0.59,0.22,,
DB,19,DB,9/30/2018,23.56B,,,13.37,,0.79,0.3,,
DB,20,DB,6/30/2018,22.02B,,,43.67,,0.69,0.28,,
DB,21,DB,3/31/2018,28.79B,,,15.02,,0.85,0.35,,
DB,22,DB,12/31/2017,39.16B,,,17.99,,0.99,0.47,,
DB,23,DB,9/30/2017,35.60B,,,10.81,,0.85,0.43,,
DB,24,DB,6/30/2017,36.68B,,,16.39,,0.82,0.5,,
DB,25,DB,3/31/2017,23.72B,,,16.92,,0.84,0.34,,
DB,26,DB,12/31/2016,25.15B,,,12.85,0.81,0.8,0.34,,
DB,27,DB,9/30/2016,17.90B,,,5.6,0.35,0.53,0.23,,
DB,28,DB,6/30/2016,18.74B,,,17.12,1.08,0.53,0.25,,
DB,29,DB,3/31/2016,23.16B,,,5.24,0.33,0.6,0.29,,
DB,30,DB,12/31/2015,33.96B,,,6.84,0.13,0.86,0.43,,
DB,31,DB,9/30/2015,37.33B,,25.2,7.42,0.15,0.95,0.42,,
DB,32,DB,6/30/2015,41.68B,,36.64,8.37,0.16,1.05,0.46,,
DB,33,DB,3/31/2015,48.32B,,23.69,9.51,0.19,1.26,0.59,,
DB,34,DB,12/31/2014,41.90B,,,7.78,0.15,0.95,0.47,,
DB,35,DB,9/30/2014,48.59B,,,8.28,0.16,0.99,0.54,,
DB,36,DB,6/30/2014,48.34B,,,6.84,0.14,0.9,0.62,,
DB,37,DB,3/31/2014,45.53B,,48.39,7.85,0.11,1.02,0.59,,
DB,38,DB,12/31/2013,48.81B,,,8.29,0.1,1.03,0.61,,
DB,39,DB,9/30/2013,46.67B,,298.29,8.35,0.1,0.95,0.58,,
DB,40,DB,6/30/2013,38.94B,,60.91,6.76,0.08,0.89,0.57,,
DB,41,DB,3/31/2013,36.22B,,118.22,6.21,0.75,0.84,0.51,,
DB,42,DB,12/31/2012,40.49B,,129.27,7.11,0.86,0.92,0.56,,
DB,43,DB,9/30/2012,36.43B,,9.65,6.69,0.81,0.88,0.49,,
DB,44,DB,6/30/2012,32.70B,,7.77,4.99,0.94,0.83,0.47,,
DB,45,DB,3/31/2012,44.93B,,8.39,6.87,1.29,1.03,0.62,,
DB,46,DB,12/31/2011,34.28B,,6.04,5.49,0.38,0.81,0.49,,
DB,47,DB,9/30/2011,32.14B,,5.27,4.08,1.11,0.71,0.43,,
DB,48,DB,6/30/2011,53.74B,,17.24,6.11,2.04,1.07,0.72,,
DB,49,DB,3/31/2011,54.20B,,15.41,6.51,1.86,1.07,0.75,,
DB,50,DB,12/31/2010,47.79B,,12.93,6.55,1.87,0.98,0.71,,
DB,51,DB,9/30/2010,33.75B,,9.45,6.24,3.12,0.98,0.62,,
DB,52,DB,6/30/2010,35.24B,,5.29,,,1.03,0.66,,
DB,53,DB,3/31/2010,47.38B,,6.64,7.02,1.4,1.24,0.87,,
DB,54,DB,12/31/2009,43.91B,,6.3,,,1.11,0.81,,
DB,55,DB,9/30/2009,47.58B,,,10.12,1.69,1.52,0.91,,
DB,56,DB,6/30/2009,37.46B,,,,,1.38,0.76,,
DB,57,DB,3/31/2009,22.62B,,,,,1.05,0.5,,
DB,58,DB,12/31/2008,21.80B,,,,,1.15,0.52,,
DB,59,DB,9/30/2008,34.99B,,13.26,9.52,1.59,1.59,1.02,,
DB,60,DB,6/30/2008,43.25B,,8.42,,,1.26,0.82,,
DB,61,DB,3/31/2008,56.74B,,8.13,,,1.4,1.02,,
DB,62,DB,12/31/2007,65.31B,,6.57,,,1.45,1.16,,
DB,63,DB,9/30/2007,61.87B,,6.29,,,1.39,1.2,,
DB,64,DB,6/30/2007,69.87B,,8.12,,,1.85,1.43,,
DB,65,DB,3/31/2007,65.35B,,8.41,,,1.79,1.49,,
DB,66,DB,12/31/2006,64.15B,,10.84,,,1.81,1.57,,
DB,67,DB,9/30/2006,52.32B,,10.99,,,1.69,1.42,,
DB,68,DB,6/30/2006,48.99B,,10.18,,,1.57,1.32,,
DB,69,DB,3/31/2006,55.76B,,11.32,,,1.72,1.5,,
DB,70,DB,12/31/2005,47.28B,,12.44,,,1.68,1.33,,
DB,71,DB,9/30/2005,42.23B,,11.81,,,1.6,1.17,,
DB,72,DB,6/30/2005,34.88B,,10.77,,,1.41,1.04,,
DB,73,DB,3/31/2005,38.92B,,12.93,,,1.52,1.12,,
DB,74,DB,12/31/2004,44.45B,,13.96,,,1.57,1.27,,
DB,75,DB,9/30/2004,33.32B,,11.41,,,1.4,1.02,,
DB,76,DB,6/30/2004,38.25B,,14.49,,,1.6,1.15,,
DB,77,DB,3/31/2004,42.00B,,15.96,,,1.7,1.19,,
DB,78,DB,12/31/2003,44.85B,,30.55,,,1.75,1.27,,
DB,79,DB,9/30/2003,33.40B,,44.49,,,1.42,1.05,,
DB,80,DB,6/30/2003,36.59B,,,,,1.56,1.07,,
DB,81,DB,3/31/2003,23.86B,,,,,0.96,0.74,,
DB,82,DB,12/31/2002,25.68B,,73.33,,,0.99,0.82,,
DB,83,DB,9/30/2002,26.97B,,,,,0.99,0.85,,
DB,84,DB,6/30/2002,41.24B,,127.88,,,1.39,0.99,,
DB,85,DB,3/31/2002,38.21B,,118.95,,,1.49,1.09,,
DB,86,DB,12/31/2001,41.62B,,126.78,,,1.59,1.16,,
DB,87,DB,9/30/2001,32.71B,,2.65,,,1.04,0.85,,
DB,88,DB,6/30/2001,42.43B,,3.73,,,1.46,1.17,,
DB,89,DB,3/31/2001,44.80B,,3.81,,,1.49,1.16,,
MTB,0,MTB,As of Date: 4/16/2023Current,21.12B,,9.73,7.91,1.8,2.39,0.9,,
MTB,1,MTB,3/31/2023,20.09B,,10.37,6.91,1.57,2.4,0.86,,
MTB,2,MTB,12/31/2022,25.04B,,13.8,7.21,0.53,3.09,1.06,,
MTB,3,MTB,9/30/2022,30.48B,,16.76,8.9,0.63,3.85,1.28,,
MTB,4,MTB,6/30/2022,28.05B,,12.18,12.36,2.69,3.46,1.74,,
MTB,5,MTB,3/31/2022,21.88B,,12.28,14.16,5.24,3.64,1.35,,
MTB,6,MTB,12/31/2021,19.76B,,11.01,13.3,1.32,3.28,1.25,,
MTB,7,MTB,9/30/2021,19.22B,,11.49,11.95,1.28,3.23,1.24,,
MTB,8,MTB,6/30/2021,18.70B,,12.81,11.24,1.84,3.14,1.23,,
MTB,9,MTB,3/31/2021,19.50B,,15.25,12.92,2.05,3.28,1.31,,
MTB,10,MTB,12/31/2020,16.33B,,12.72,12.85,42.86,2.77,1.1,,
MTB,11,MTB,9/30/2020,11.81B,,8.58,8.89,14.81,1.99,0.8,,
MTB,12,MTB,6/30/2020,13.34B,,8.43,11.47,3.1,2.24,0.92,,
MTB,13,MTB,3/31/2020,13.27B,,7.52,7.82,1.48,2.25,0.92,,
MTB,14,MTB,12/31/2019,22.16B,,12.21,12.25,2.19,3.74,1.53,,
MTB,15,MTB,9/30/2019,20.89B,,11.32,10.89,1.91,3.58,1.45,,
MTB,16,MTB,6/30/2019,23.24B,,12.27,11.78,1.59,3.98,1.59,,
MTB,17,MTB,3/31/2019,21.74B,,12.32,10.98,1.48,3.82,1.51,,
MTB,18,MTB,12/31/2018,19.82B,,13.0,10.19,0.69,3.59,1.4,,
MTB,19,MTB,9/30/2018,23.66B,,16.95,12.09,0.87,4.25,1.62,,
MTB,20,MTB,6/30/2018,24.71B,,19.31,14.01,1.33,4.5,1.7,,
MTB,21,MTB,3/31/2018,27.38B,,21.19,15.34,1.46,4.99,1.8,,
MTB,22,MTB,12/31/2017,25.74B,,19.72,17.3,1.84,4.77,1.7,,
MTB,23,MTB,9/30/2017,24.47B,,18.86,16.18,1.72,4.58,1.62,,
MTB,24,MTB,6/30/2017,24.70B,,19.82,17.86,2.08,4.72,1.65,,
MTB,25,MTB,3/31/2017,23.79B,,19.89,17.57,2.48,4.6,1.56,,
MTB,26,MTB,12/31/2016,24.25B,,21.08,17.73,2.21,4.67,1.62,,
MTB,27,MTB,9/30/2016,17.99B,,15.99,13.44,1.68,3.49,1.18,,
MTB,28,MTB,6/30/2016,18.67B,,16.29,14.18,2.18,3.5,1.23,,
MTB,29,MTB,3/31/2016,17.66B,,15.46,11.92,1.83,3.26,1.18,,
MTB,30,MTB,12/31/2015,19.34B,,16.2,13.74,2.11,3.53,1.65,,
MTB,31,MTB,9/30/2015,16.25B,,16.35,13.32,2.05,3.55,1.42,,
MTB,32,MTB,6/30/2015,16.62B,,16.75,13.68,2.1,3.68,1.47,,
MTB,33,MTB,3/31/2015,16.88B,,17.12,12.97,2.76,3.74,1.52,,
MTB,34,MTB,12/31/2014,16.62B,,17.79,14.39,2.36,3.71,1.5,,
MTB,35,MTB,9/30/2014,16.29B,,16.98,13.93,2.28,3.6,1.49,,
MTB,36,MTB,6/30/2014,16.36B,,15.84,13.33,2.62,3.56,1.54,,
MTB,37,MTB,3/31/2014,15.94B,,14.79,12.9,1.92,3.45,1.53,,
MTB,38,MTB,12/31/2013,15.19B,,13.21,12.95,1.93,3.29,1.5,,
MTB,39,MTB,9/30/2013,14.57B,,12.62,11.92,1.17,3.17,1.48,,
MTB,40,MTB,6/30/2013,14.42B,,13.93,12.36,1.21,3.25,1.51,,
MTB,41,MTB,3/31/2013,13.28B,,13.68,11.34,1.11,3.27,1.43,,
MTB,42,MTB,12/31/2012,12.62B,,13.06,12.14,1.19,3.12,1.35,,
MTB,43,MTB,9/30/2012,12.06B,,17.21,12.64,1.86,3.06,1.38,,
MTB,44,MTB,6/30/2012,10.45B,,13.19,11.04,1.53,2.53,1.22,,
MTB,45,MTB,3/31/2012,10.98B,,13.68,11.68,1.03,2.88,1.31,,
MTB,46,MTB,12/31/2011,9.59B,,11.05,11.14,0.87,2.42,1.12,,
MTB,47,MTB,9/30/2011,8.78B,,10.12,9.55,1.36,2.22,1.03,,
MTB,48,MTB,6/30/2011,11.04B,,12.39,11.74,1.68,2.95,1.32,,
MTB,49,MTB,3/31/2011,10.65B,,14.43,11.95,1.71,3.07,1.37,,
MTB,50,MTB,12/31/2010,10.42B,,15.3,14.77,2.11,2.97,1.37,,
MTB,51,MTB,9/30/2010,9.77B,,15.89,,,3.2,1.19,,
MTB,52,MTB,6/30/2010,10.12B,,18.27,,,3.09,1.37,,
MTB,53,MTB,3/31/2010,9.43B,,22.36,,,2.9,1.31,,
MTB,54,MTB,12/31/2009,7.91B,,23.15,19.38,2.09,2.45,1.13,,
MTB,55,MTB,9/30/2009,7.36B,,22.58,19.01,1.91,2.3,1.07,,
MTB,56,MTB,6/30/2009,6.01B,,19.59,,,2.01,0.81,,
MTB,57,MTB,3/31/2009,5.02B,,12.29,,,1.76,0.79,,
MTB,58,MTB,12/31/2008,6.33B,,11.46,,,2.18,0.93,,
MTB,59,MTB,9/30/2008,9.84B,,18.99,,,3.52,1.53,,
MTB,60,MTB,6/30/2008,7.77B,,12.38,,,2.68,1.19,,
MTB,61,MTB,3/31/2008,9.09B,,13.33,,,3.15,1.4,,
MTB,62,MTB,12/31/2007,8.96B,,13.71,,,3.23,1.38,,
MTB,63,MTB,9/30/2007,11.04B,,14.29,,,4.03,1.79,,
MTB,64,MTB,6/30/2007,11.66B,,15.17,,,4.33,1.86,,
MTB,65,MTB,3/31/2007,12.54B,,15.72,,,4.61,2.0,,
MTB,66,MTB,12/31/2006,13.46B,,16.8,,,4.92,2.19,,
MTB,67,MTB,9/30/2006,13.27B,,16.99,,,4.95,2.21,,
MTB,68,MTB,6/30/2006,13.09B,,16.7,,,4.87,2.18,,
MTB,69,MTB,3/31/2006,12.71B,,16.59,,,4.76,2.15,,
MTB,70,MTB,12/31/2005,12.22B,,16.62,,,4.69,2.09,,
MTB,71,MTB,9/30/2005,11.92B,,16.11,,,4.55,2.04,,
MTB,72,MTB,6/30/2005,11.98B,,16.23,,,4.54,2.05,,
MTB,73,MTB,3/31/2005,11.62B,,16.15,,,4.49,2.05,,
MTB,74,MTB,12/31/2004,12.43B,,17.97,,,4.85,2.17,,
MTB,75,MTB,9/30/2004,11.12B,,16.64,,,4.38,1.95,,
MTB,76,MTB,6/30/2004,10.23B,,15.93,,,4.06,1.81,,
MTB,77,MTB,3/31/2004,10.68B,,17.9,,,4.2,1.86,,
MTB,78,MTB,12/31/2003,11.81B,,19.86,,,4.69,2.07,,
MTB,79,MTB,9/30/2003,10.46B,,17.78,,,4.25,1.88,,
MTB,80,MTB,6/30/2003,10.07B,,17.33,,,4.26,1.85,,
MTB,81,MTB,3/31/2003,7.27B,,15.35,,,4.2,2.19,,
MTB,82,MTB,12/31/2002,7.31B,,15.65,,,4.31,2.3,,
MTB,83,MTB,9/30/2002,7.24B,,16.42,,,4.38,2.37,,
MTB,84,MTB,6/30/2002,7.90B,,20.32,,,5.03,2.68,,
MTB,85,MTB,3/31/2002,7.47B,,21.04,,,4.86,2.54,,
MTB,86,MTB,12/31/2001,6.82B,,19.07,,,4.41,2.32,,
MTB,87,MTB,9/30/2001,7.00B,,21.37,,,4.84,2.34,,
MTB,88,MTB,6/30/2001,7.27B,,22.02,,,5.13,2.43,,
MTB,89,MTB,3/31/2001,6.77B,,20.32,,,4.93,2.51,,
MTB,90,MTB,12/31/2000,6.34B,,19.25,,,4.98,3.27,,
MTB,91,MTB,9/30/2000,3.92B,,14.91,,,3.8,2.12,,
MTB,92,MTB,6/30/2000,3.44B,,13.15,,,3.36,1.86,,
MTB,93,MTB,3/31/2000,3.43B,,13.47,,,3.41,1.87,,
MTB,94,MTB,12/31/1999,3.20B,,12.62,,,3.22,1.78,,
MTB,95,MTB,9/30/1999,3.62B,,14.45,,,3.67,1.99,,
MTB,96,MTB,6/30/1999,4.33B,,18.18,,,4.54,2.44,,
MTB,97,MTB,3/31/1999,3.71B,,17.44,,,4.03,2.22,,
MTB,98,MTB,12/31/1998,3.99B,,19.84,,,4.41,2.49,,
MTB,99,MTB,9/30/1998,3.07B,,17.97,,,3.97,1.86,,
MTB,100,MTB,6/30/1998,3.69B,,21.76,,,4.82,2.23,,
MTB,101,MTB,3/31/1998,3.33B,,18.89,,,4.45,3.12,,
MTB,102,MTB,12/31/1997,3.07B,,18.41,,,4.32,2.98,,
MTB,103,MTB,9/30/1997,2.73B,,17.17,,,3.96,2.78,,
MTB,104,MTB,6/30/1997,2.23B,,14.87,,,3.29,2.35,,
MTB,105,MTB,3/31/1997,2.13B,,14.7,,,3.2,2.33,,
MTB,106,MTB,12/31/1996,1.93B,,13.73,,,2.94,2.13,,
MTB,107,MTB,9/30/1996,1.67B,,12.22,,,2.57,1.91,,
MTB,108,MTB,6/30/1996,1.64B,,12.63,,,2.6,2.03,,
MTB,109,MTB,3/31/1996,1.56B,,13.84,,,2.77,1.94,,
MTB,110,MTB,12/31/1995,1.40B,,12.67,,,2.49,1.82,,
MTB,111,MTB,9/30/1995,1.22B,,11.65,,,2.26,1.62,,
MTB,112,MTB,6/30/1995,1.11B,,10.52,,,2.04,1.48,,
MTB,113,MTB,3/31/1995,1.12B,,10.82,,,2.07,1.57,,
MTB,114,MTB,12/31/1994,898.96M,,9.19,,,1.7,1.32,,
MTB,115,MTB,9/30/1994,1.00B,,10.24,,,1.89,1.47,,
MTB,116,MTB,6/30/1994,1.05B,,10.94,,,1.97,1.56,,
MTB,117,MTB,3/31/1994,952.05M,,10.09,,,1.77,1.39,,
MTB,118,MTB,12/31/1993,968.22M,,10.5,,,1.78,1.42,,
MTB,119,MTB,9/30/1993,967.94M,,11.0,,,1.75,1.48,,
MTB,120,MTB,6/30/1993,941.88M,,11.23,,,1.7,1.49,,
MTB,121,MTB,3/31/1993,1.03B,,11.98,,,1.89,1.69,,
MTB,122,MTB,12/31/1992,919.98M,,10.35,,,1.72,1.57,,
MTB,123,MTB,9/30/1992,900.06M,,10.6,,,1.77,1.6,,
MTB,124,MTB,6/30/1992,851.72M,,10.45,,,1.78,1.56,,
MTB,125,MTB,3/31/1992,813.60M,,11.31,,,1.85,1.56,,
MTB,126,MTB,12/31/1991,669.12M,,10.84,,,1.7,1.35,,
MTB,127,MTB,9/30/1991,643.39M,,11.16,,,1.86,1.34,,
MTB,128,MTB,6/30/1991,583.35M,,10.64,,,1.97,1.29,,
MTB,129,MTB,3/31/1991,469.71M,,8.96,,,1.69,1.07,,
MTB,130,MTB,12/31/1990,362.99M,,6.93,,,1.31,0.83,,
MTB,131,MTB,9/30/1990,328.80M,,6.72,,,1.08,0.8,,
MTB,132,MTB,6/30/1990,411.74M,,8.66,,,1.7,1.02,,
MTB,133,MTB,3/31/1990,432.95M,,9.36,,,1.59,1.07,,
MTB,134,MTB,12/31/1989,449.47M,,9.96,,,,1.09,,
MTB,135,MTB,9/30/1989,477.44M,,10.76,,,,1.18,,
MTB,136,MTB,6/30/1989,444.06M,,9.98,,,,1.1,,
MTB,137,MTB,3/31/1989,408.97M,,9.55,,,,,,
MTB,138,MTB,12/31/1988,366.85M,,9.01,,,,,,
MTB,139,MTB,9/30/1988,388.79M,,9.55,,,,,,
MTB,140,MTB,6/30/1988,357.70M,,9.05,,,,,,
MTB,141,MTB,3/31/1988,369.39M,,9.88,,,,,,
MTB,142,MTB,12/31/1987,316.69M,,8.65,,,,,,
MTB,143,MTB,9/30/1987,301.08M,,11.68,,,,,,
MTB,144,MTB,6/30/1987,244.68M,,9.69,,,,,,
MTB,145,MTB,3/31/1987,251.45M,,9.74,,,,,,
MTB,146,MTB,12/31/1986,202.59M,,8.02,,,,,,
MTB,147,MTB,9/30/1986,219.69M,,9.08,,,,,,
MTB,148,MTB,6/30/1986,258.40M,,10.92,,,,,,
MTB,149,MTB,3/31/1986,224.61M,,10.18,,,,,,
MTB,150,MTB,12/31/1985,181.26M,,8.41,,,,,,
MTB,151,MTB,9/30/1985,157.14M,,7.69,,,,,,
FRCB,0,FRCB,As of Date: 4/27/2023Current,653.63M,,0.43,2.64,0.64,0.11,0.05,,
FRCB,1,FRCB,12/31/2022,22.30B,,14.51,17.24,1.04,3.89,1.66,,
FRCB,2,FRCB,9/30/2022,23.88B,,16.1,13.64,0.76,4.33,1.87,,
FRCB,3,FRCB,6/30/2022,25.96B,,18.28,17.24,1.22,5.01,2.07,,
FRCB,4,FRCB,3/31/2022,29.12B,,21.11,19.76,1.42,5.88,2.37,,
FRCB,5,FRCB,12/31/2021,37.06B,,28.44,25.25,1.44,7.85,3.11,,
FRCB,6,FRCB,9/30/2021,34.58B,,27.75,24.04,1.37,7.75,3.11,,
FRCB,7,FRCB,6/30/2021,33.08B,,29.25,27.32,,8.01,3.06,,
FRCB,8,FRCB,3/31/2021,29.40B,,28.7,25.64,,7.49,2.88,,
FRCB,9,FRCB,12/31/2020,25.58B,,26.24,24.63,,6.91,2.64,,
FRCB,10,FRCB,9/30/2020,18.78B,,20.58,19.12,,5.36,1.99,,
FRCB,11,FRCB,6/30/2020,18.24B,,20.62,22.08,,5.35,1.98,,
FRCB,12,FRCB,3/31/2020,14.10B,,15.82,16.39,,4.29,1.62,,
FRCB,13,FRCB,12/31/2019,19.80B,,23.03,22.08,,6.24,2.33,,
FRCB,14,FRCB,9/30/2019,16.29B,,19.42,17.67,,5.21,1.97,,
FRCB,15,FRCB,6/30/2019,16.33B,,19.77,18.38,,5.35,2.03,,
FRCB,16,FRCB,3/31/2019,16.80B,,20.89,18.9,,5.61,2.17,,
FRCB,17,FRCB,12/31/2018,14.33B,,18.81,16.05,,5.0,1.9,,
FRCB,18,FRCB,9/30/2018,15.62B,,21.01,17.61,,5.69,2.22,,
FRCB,19,FRCB,6/30/2018,15.68B,,21.85,20.33,,5.93,2.25,,
FRCB,20,FRCB,3/31/2018,14.98B,,21.49,19.72,,5.89,2.2,,
FRCB,21,FRCB,12/31/2017,13.91B,,20.43,17.33,0.92,5.66,2.18,,
FRCB,22,FRCB,9/30/2017,16.48B,,25.48,18.73,1.0,7.06,2.63,,
FRCB,23,FRCB,6/30/2017,15.78B,,24.96,22.03,1.17,6.96,2.57,,
FRCB,24,FRCB,3/31/2017,14.74B,,23.87,20.37,1.08,6.67,2.55,,
FRCB,25,FRCB,12/31/2016,13.81B,,24.64,20.16,1.12,6.76,2.68,,
FRCB,26,FRCB,9/30/2016,11.55B,,21.66,17.18,0.96,5.82,2.24,,
FRCB,27,FRCB,6/30/2016,10.48B,,20.89,19.34,,5.41,2.16,,
FRCB,28,FRCB,3/31/2016,9.75B,,20.96,15.77,,5.36,2.07,,
FRCB,29,FRCB,12/31/2015,9.65B,,21.59,18.18,,5.4,2.2,,
FRCB,30,FRCB,9/30/2015,8.94B,,20.25,17.45,,5.17,2.09,,
FRCB,31,FRCB,6/30/2015,8.97B,,20.67,17.76,,5.29,2.14,,
FRCB,32,FRCB,3/31/2015,8.11B,,18.6,16.95,1.54,4.86,2.09,,
FRCB,33,FRCB,12/31/2014,7.21B,,16.81,18.21,1.66,4.54,1.9,,
FRCB,34,FRCB,9/30/2014,6.82B,,16.57,15.9,1.45,4.47,1.84,,
FRCB,35,FRCB,6/30/2014,7.59B,,18.45,15.95,1.45,5.07,2.1,,
FRCB,36,FRCB,3/31/2014,7.42B,,17.25,15.6,1.42,5.13,2.33,,
FRCB,37,FRCB,12/31/2013,6.95B,,16.73,15.9,1.45,4.97,2.18,,
FRCB,38,FRCB,9/30/2013,6.16B,,15.04,13.93,1.27,4.47,1.99,,
FRCB,39,FRCB,6/30/2013,5.06B,,13.09,11.83,1.08,3.78,1.68,,
FRCB,40,FRCB,3/31/2013,5.07B,,13.99,11.65,1.06,3.94,1.75,,
FRCB,41,FRCB,12/31/2012,4.30B,,11.88,10.86,0.99,3.35,1.48,,
FRCB,42,FRCB,9/30/2012,4.50B,,13.2,12.03,1.09,3.72,1.67,,
FRCB,43,FRCB,6/30/2012,4.38B,,12.68,11.74,1.07,3.75,1.68,,
FRCB,44,FRCB,3/31/2012,4.26B,,12.43,11.88,1.08,3.76,1.7,,
FRCB,45,FRCB,12/31/2011,3.96B,,8.64,11.55,1.05,3.74,1.64,,
FRCB,46,FRCB,9/30/2011,2.99B,,6.53,8.82,0.88,2.83,1.24,,
FRCB,47,FRCB,6/30/2011,4.16B,,13.16,,,3.93,1.79,,
FRCB,48,FRCB,3/31/2011,3.98B,,13.66,,,3.77,1.78,,
FRCB,49,FRCB,12/31/2010,3.75B,,10.57,,,3.47,1.75,,
FHN,0,FHN,As of Date: 4/18/2023Current,10.00B,,11.48,9.39,,3.23,1.32,,
FHN,1,FHN,3/31/2023,9.57B,,11.62,8.55,,3.23,1.32,,
FHN,2,FHN,12/31/2022,13.15B,,16.55,11.67,,4.62,1.89,,
FHN,3,FHN,9/30/2022,12.29B,,15.9,13.04,,4.45,1.7,,
FHN,4,FHN,6/30/2022,11.72B,,13.01,13.83,,4.16,1.59,,
FHN,5,FHN,3/31/2022,12.56B,,13.5,14.99,,4.33,1.64,,
FHN,6,FHN,12/31/2021,8.71B,,9.44,10.54,,2.94,1.13,,
FHN,7,FHN,9/30/2021,8.83B,,6.24,10.31,,2.88,1.14,,
FHN,8,FHN,6/30/2021,9.52B,,7.68,10.6,,2.96,1.26,,
FHN,9,FHN,3/31/2021,9.34B,,8.95,11.74,,2.86,1.24,,
FHN,10,FHN,12/31/2020,7.08B,,6.79,9.81,,2.11,0.96,,
FHN,11,FHN,9/30/2020,5.23B,,10.14,7.37,,1.55,1.12,,
FHN,12,FHN,6/30/2020,3.11B,,8.97,9.96,,1.68,0.67,,
FHN,13,FHN,3/31/2020,2.51B,,5.84,5.1,,1.4,0.54,,
FHN,14,FHN,12/31/2019,5.16B,,12.74,10.35,,3.04,1.12,,
FHN,15,FHN,9/30/2019,5.04B,,9.05,10.07,,2.72,1.11,,
FHN,16,FHN,6/30/2019,4.71B,,8.83,9.99,,2.57,1.05,,
FHN,17,FHN,3/31/2019,4.44B,,8.47,9.2,,2.43,1.0,,
FHN,18,FHN,12/31/2018,4.19B,,11.96,,,2.23,0.96,,
FHN,19,FHN,9/30/2018,5.61B,,30.82,10.99,,3.27,1.34,,
FHN,20,FHN,6/30/2018,5.84B,,25.86,12.18,,3.34,1.39,,
FHN,21,FHN,3/31/2018,6.15B,,28.97,13.26,,3.53,1.47,,
FHN,22,FHN,12/31/2017,6.52B,,17.69,15.38,,3.79,2.62,,
FHN,23,FHN,9/30/2017,4.48B,,17.25,14.56,,3.63,1.84,,
FHN,24,FHN,6/30/2017,4.08B,,17.96,15.29,,3.31,1.74,,
FHN,25,FHN,3/31/2017,4.33B,,19.68,16.37,,3.51,1.87,,
FHN,26,FHN,12/31/2016,4.67B,,21.99,16.95,,3.87,1.99,,
FHN,27,FHN,9/30/2016,3.55B,,17.11,14.51,,3.09,1.54,,
FHN,28,FHN,6/30/2016,3.20B,,15.84,15.15,,2.85,1.42,,
FHN,29,FHN,3/31/2016,3.05B,,38.53,12.8,,2.75,1.35,,
FHN,30,FHN,12/31/2015,3.46B,,44.0,15.46,,3.08,1.58,,
FHN,31,FHN,9/30/2015,3.32B,,52.52,14.29,,2.91,1.56,,
FHN,32,FHN,6/30/2015,3.67B,,41.24,15.7,,3.27,1.74,,
FHN,33,FHN,3/31/2015,3.34B,,15.88,14.18,,2.95,1.52,,
FHN,34,FHN,12/31/2014,3.18B,,14.92,16.13,,2.79,1.43,,
FHN,35,FHN,9/30/2014,2.89B,,45.48,14.24,,2.53,1.29,,
FHN,36,FHN,6/30/2014,2.81B,,98.83,14.49,,2.42,1.31,,
FHN,37,FHN,3/31/2014,2.92B,,123.4,14.66,,2.49,1.38,,
FHN,38,FHN,12/31/2013,2.75B,,233.0,15.6,,2.31,1.35,,
FHN,39,FHN,9/30/2013,2.60B,,18.02,13.16,,2.16,1.21,,
FHN,40,FHN,6/30/2013,2.70B,,,13.51,,2.16,1.22,,
