,,Unnamed: 0,Breakdown,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow,Other Cash Adjustment Inside Change in Cash,Cash Flow from Discontinued Operation
CMA,39,CMA,6/30/2013,"9,000","33,000","-1,714,000","3,925,000","21,000","32,000",-,-,-,"-1,055,000","-72,000","9,000",-,
CMA,40,CMA,3/31/2013,"276,000","940,000","-153,000","5,597,000","1,000","29,000",-,-,-,0,"-74,000","276,000",-,
CMA,41,CMA,12/31/2012,"9,000","-1,715,000","2,302,000","4,534,000","8,000","34,000",-,-,-,0,"-93,000","9,000",-,
CMA,42,CMA,9/30/2012,"313,000","-818,000","302,000","3,938,000","-26,000","32,000",-,-,-,0,"-90,000","313,000",-,
CMA,43,CMA,6/30/2012,"274,000","-902,000","809,000","4,141,000","59,000","37,000",-,-,-,"-189,000","-89,000","274,000",-,
CMA,44,CMA,3/31/2012,"158,000","-303,000","549,000","3,960,000","5,000","32,000",-,-,-,"-4,000","-36,000","158,000",-,
CMA,45,CMA,12/31/2011,"146,000","-1,993,000","205,000","3,556,000","25,000","38,000","-29,000","-3,000",-,"-53,000","-41,000","117,000",-,
CMA,46,CMA,9/30/2011,"294,000","197,000","1,241,000","5,198,000","1,000","37,000","-35,000",0,-,"-461,000","-54,000","259,000",-,
CMA,47,CMA,6/30/2011,"312,000","-245,000","-1,046,000","3,466,000","33,000","42,000","-27,000","1,000",-,-,0,"285,000",-,
CMA,48,CMA,3/31/2011,"150,000","1,086,000","1,126,000","4,445,000","14,000","34,000","-30,000","2,000",-,-,"-21,000","120,000",-,
CMA,49,CMA,12/31/2010,"291,000","-971,000","-1,231,000","2,083,000","60,000","47,000","-27,000","-4,000",0,"-741,000",0,"264,000",-,
CMA,50,CMA,9/30/2010,"255,000","616,000","-1,102,000","3,994,000","29,000","55,000","-29,000",0,"285,000","-2,171,000",0,"226,000",-,
CMA,51,CMA,6/30/2010,"431,000","338,000","-1,173,000","4,225,000","-50,000","62,000","-19,000","3,000","-14,000","-1,213,000","-2,000","412,000",-,
CMA,52,CMA,3/31/2010,"309,000","1,223,000","-2,520,000","4,629,000","69,000","63,000","-17,000","850,000","27,000","-1,165,000","-2,252,000","292,000",-,
CMA,53,CMA,12/31/2009,"-25,000","2,571,000","53,000","5,617,000","19,000","149,000","-20,000",-,-,"1,193,000",0,"-45,000",-,
CMA,54,CMA,9/30/2009,"173,000","1,712,000","-4,007,000","3,018,000","15,000","132,000","-17,000",-,-,"-2,407,000",0,"156,000",-,
CMA,55,CMA,6/30/2009,"192,000","4,994,000","-3,556,000","5,140,000","2,000","167,000","-18,000",-,-,"-2,262,000",-,"174,000",-,
CMA,56,CMA,3/31/2009,"-249,000","192,000","144,000","3,510,000","215,000","171,000","-19,000",-,"458,000","-404,000",-,"-268,000",-,
CMA,57,CMA,12/31/2008,"65,000","-206,000","2,086,000","3,423,000",-,-,"-40,000",-,"500,000","-1,050,000",-,"25,000",-,
CMA,58,CMA,9/30/2008,"333,000","157,000","-784,000","1,404,000",-,-,"-39,000",-,"3,000,000","-500,000",-,"294,000",-,
CMA,59,CMA,6/30/2008,"232,000","531,000","-994,000","1,698,000",-,-,"-45,000",-,"2,500,000","-350,000",-,"187,000",-,
CMA,60,CMA,3/31/2008,"232,000","-3,899,000","4,156,000","1,929,000",-,-,"-42,000",-,"2,000,000","-100,000",-,"190,000",-,
CMA,61,CMA,12/31/2007,"298,000","-2,683,000","2,554,000","1,440,000",-,-,"-63,000",-,"500,000","-650,000",-,"235,000",-,
CMA,62,CMA,9/30/2007,"228,000","-319,000","-10,000","1,271,000",-,-,"-39,000",-,"250,000","-150,000",-,"189,000",-,
CMA,63,CMA,6/30/2007,"246,000","-1,066,000","858,000","1,372,000",-,-,"-41,000",-,"1,924,000","-268,000",-,"205,000",-,
CMA,64,CMA,3/31/2007,"242,000","257,000","-599,000","1,334,000",-,-,"-46,000",-,"1,661,000","-461,000",-,"196,000",-,
CMA,65,CMA,12/31/2006,"131,000","421,000","-574,000","1,434,000",-,-,"-57,000",-,"396,000","-1,199,000",-,"74,000",-,
CMA,66,CMA,9/30/2006,"353,000","-1,455,000","894,000","1,456,000",-,-,"-37,000",-,"614,000","-4,000",-,"316,000",-,
CMA,67,CMA,6/30/2006,"192,000","-773,000","562,000","1,664,000",-,-,"-40,000",-,"2,063,000","-1,000",-,"152,000",-,
CMA,68,CMA,3/31/2006,"299,000","-3,485,000","3,260,000","1,685,000",-,-,"-29,000",-,"253,000","-99,000",-,"270,000","2,000",
CMA,69,CMA,12/31/2005,"200,000","1,203,000","-1,589,000","1,609,000",-,-,"-43,000",-,"11,000","-99,000",-,"157,000",-,
CMA,70,CMA,9/30/2005,"188,000","471,000","-551,000","1,795,000",-,-,-,-,"216,000","-445,000",-,"197,000",-,
CMA,71,CMA,6/30/2005,"232,000","-1,242,000","862,000","1,687,000",-,-,"-75,000",-,"50,000",-,-,"157,000",-,
CMA,72,CMA,3/31/2005,"226,000","-1,310,000","1,780,000","1,835,000",-,-,"-23,000",-,"6,000",-,-,"203,000",-,
CMA,73,CMA,12/31/2004,"358,000","732,000","-1,511,000","1,139,000",-,-,"-30,000",-,"5,000","-98,000",-,"328,000",-,
CMA,74,CMA,9/30/2004,"327,000","1,440,000","-2,072,000","1,560,000",-,-,"-22,000",-,"-13,000","-252,000",-,"305,000",-,
CMA,75,CMA,6/30/2004,"129,000","-200,000","275,000","1,865,000",-,-,"-25,000",-,"269,000","-150,000",-,"104,000",-,
CMA,76,CMA,3/31/2004,"214,000","-1,683,000","1,603,000","1,661,000",-,-,"-18,000",-,"103,000","-348,000",-,"196,000",-,
CMA,77,CMA,12/31/2003,"334,000","1,585,000","-2,347,000","1,527,000",-,-,"-20,000",-,"200,000","-175,000",-,"314,000",-,
CMA,78,CMA,9/30/2003,"293,000","1,173,000","-4,067,000","1,955,000",-,-,"-11,000",-,"3,000","-549,000",-,"282,000",-,
CMA,79,CMA,6/30/2003,"436,000","-869,000","2,725,000","4,556,000",-,-,"-16,000",-,"304,000","-1,000",-,"420,000",-,
CMA,80,CMA,3/31/2003,"258,000","-2,272,000","2,376,000","2,264,000",-,-,"-12,000",-,"4,000","-150,000",-,"246,000",-,
CMA,81,CMA,12/31/2002,"282,000","-1,167,000","616,000","1,902,000",-,-,"-29,000",-,"5,000","-273,000",-,"253,000",-,
CMA,82,CMA,9/30/2002,"551,000","-1,887,000","1,759,000","2,171,000",-,-,"-21,000",-,"130,000","-682,000",-,"530,000",-,
CMA,83,CMA,6/30/2002,"7,000","-311,000","246,000","1,748,000",-,-,"-16,000",-,"105,000","-404,000",-,"-9,000",-,
CMA,84,CMA,3/31/2002,"388,000","284,000","-791,000","1,806,000",-,-,"-14,000",-,"866,000","-196,000",-,"374,000",-,
CMA,85,CMA,12/31/2001,"341,883","-1,531,613","954,868","1,925,262",-,-,-,-,"949,518","-947,826",-,"375,310",-,
CMA,86,CMA,9/30/2001,"286,567","300,522","-190,832","2,160,124",-,-,"-8,482",-,"905,845","-763,309",-,"278,085",-,
CMA,87,CMA,6/30/2001,"221,433","588,224","-1,054,593","1,763,867",-,-,"-11,803",-,"100,870","-2,046,635",-,"209,630",-,
CMA,88,CMA,3/31/2001,"151,147","-491,622","418,596","2,008,803",-,-,"-13,142",-,"125,000","-1,174,696",-,"138,005",-,
CMA,89,CMA,12/31/2000,"138,405","-984,820","824,069","1,496,705",-,-,"-7,080",-,"1,314,597","-876,477",-,"131,325",-,
CMA,90,CMA,9/30/2000,"307,541","-46,587","-485,455","1,519,051",-,-,"-8,670",-,"1,198,194","-1,762,461",-,"298,871",-,
CMA,91,CMA,6/30/2000,"169,084","-1,136,764","1,267,105","1,743,552",-,-,"-13,270",-,"2,119,892","-1,805,472",-,"155,814",-,
CMA,92,CMA,3/31/2000,"180,223","-755,539","817,453","1,444,127",-,-,"-1,234",-,"1,470,981","-2,150,450",-,"178,989",-,
CMA,93,CMA,12/31/1999,"304,000","-1,721,500","1,133,800","1,202,000",-,-,"-8,700",-,"875,000","-650,900",-,"295,300",0,
CMA,94,CMA,9/30/1999,"341,200","-480,700","89,600","1,485,700",-,-,"-5,300",-,"1,872,100","-750,500",-,"335,900",-,
CMA,95,CMA,6/30/1999,"133,300","-512,800","426,000","1,535,700",-,-,"-12,000",-,"1,277,900","-775,500",-,"121,300",-,
CMA,96,CMA,3/31/1999,"258,100","-172,600","-369,400","1,489,200",-,-,"-9,000",-,"2,250,000","-800,500",-,"249,100",-,
CMA,97,CMA,12/31/1998,"234,800","-1,765,700","1,939,800","1,773,100",-,-,"-6,100",-,"700,000","-1,050,400",-,"228,700",-,
CMA,98,CMA,9/30/1998,"115,800","-226,000","-748,100","1,364,100",-,-,"-12,700",-,"992,100","-1,037,900",-,"103,100",-,
CMA,99,CMA,6/30/1998,"402,100","1,421,700","-1,484,600","2,222,500",-,-,"-12,300",-,"707,900","-1,774,600",-,"389,800",200,
CMA,100,CMA,3/31/1998,"-62,800","-59,700","78,600","1,883,100",-,-,"-4,500",-,"800,000","-1,349,600",-,"-67,300",-100,
CMA,101,CMA,12/31/1997,"58,700","-229,300","211,400",0,-,-,"-10,100",-,"1,075,000","-404,100",-,"48,600",0,
CMA,102,CMA,9/30/1997,"278,700","-192,600","-149,600",0,-,-,"-9,900",-,"1,295,000","-750,100",-,"268,800",-,
CMA,103,CMA,6/30/1997,"25,400","-685,700","906,300",0,-,-,"-5,300",-,"1,780,000","-1,201,500",-,"20,100",-,
CMA,104,CMA,3/31/1997,"242,700","-1,009,200","568,600",0,-,-,"-5,700",-,"1,450,000","-199,700",-,"237,000",-,
CMA,105,CMA,12/31/1996,"185,700","201,300","-310,300",0,-,-,-,-,"400,000","-650,300",-,"186,900",0,
CMA,106,CMA,9/30/1996,"247,800","40,600","-140,900",0,-,-,"-15,700",-,"750,000","-1,203,000",-,"232,100",200,
CMA,107,CMA,6/30/1996,"50,100","-31,300","428,400",0,-,-,"-18,800",-,"900,000","-600,800",-,"31,300",-,
CMA,108,CMA,3/31/1996,"836,900","101,100","-1,736,100",0,-,-,"-12,700",-,"201,000","-99,600",-,"824,200",-,
CMA,109,CMA,12/31/1995,"-460,000","1,112,700","-147,800",0,-,-,"-13,100",-,"500,000","-804,200",-,"-473,100",0,
CMA,110,CMA,9/30/1995,"257,700","-100,400","-308,600",0,-,-,"-12,300",-,"1,100,000","-562,700",-,"245,400",-,
CMA,111,CMA,6/30/1995,"-58,500","-1,135,500","1,240,400",0,-,-,"-16,000",-,"1,260,000","-726,500",-,"-74,500",-,
CMA,112,CMA,3/31/1995,"112,400","-327,300","20,900",0,-,-,"-20,900",-,"100,000","-324,800",-,"91,500",-,
CMA,113,CMA,12/31/1994,"160,800","-1,299,400","1,550,000",0,-,-,"-13,000",-,"800,000","-304,400",-,"147,800",-,
CMA,114,CMA,9/30/1994,"145,400","40,500","-202,700",0,-,-,"-27,300",-,"1,150,000","-252,900",-,"118,100",-,
CMA,115,CMA,6/30/1994,"84,100","293,900","-537,300",0,-,-,"-22,000",-,"1,100,000","-280,300",-,"62,100",-,
CMA,116,CMA,3/31/1994,"313,700","-1,187,600","860,200",0,-,-,"-16,200",-,"500,000","-75,000",-,"297,500",-,
CMA,117,CMA,12/31/1993,"-1,900","-1,482,200","1,677,200",0,-,-,"-27,900",-,"300,000","-106,700",-,"-29,800",-,
CMA,118,CMA,9/30/1993,"16,600","-1,019,000","971,000",0,-,-,"-16,100",-,"255,000","-85,900",-,500,0,
CMA,119,CMA,6/30/1993,"-8,100","-600,100","157,700",0,-,-,"-24,600",-,"275,000","-78,600",-,"-32,700",0,
CMA,120,CMA,3/31/1993,"391,300","343,700","-425,200",0,-,-,"-10,700",-,"175,000","-9,300",-,"380,600",-100,
CMA,121,CMA,12/31/1992,"-18,800","753,300","-861,900",0,-,-,"-21,100",-,"-214,300","455,500",-,"-39,900",-200,
CMA,122,CMA,9/30/1992,"108,700","192,100","-141,800",0,-,-,-,-,-,"-1,700",-,"90,500",200,
CMA,123,CMA,6/30/1992,"210,700","805,100","-974,700",0,-,-,-,-,-,"-3,700",-,"233,500",-,
CMA,124,CMA,3/31/1992,"32,400","265,300","-334,300",0,-,-,"-22,800",-,-,-100,-,"9,600",-,
CMA,125,CMA,12/31/1991,"-43,000","-98,400","102,900",0,-,-,"-11,900",-,-,"-17,400",-,"-54,900",-,
CMA,126,CMA,9/30/1991,"58,300","-362,300","374,400",0,-,-,"-7,700",-,-,-100,-,"50,600",-,
CMA,127,CMA,6/30/1991,"88,700","-97,600","146,100",0,-,-,"-10,300",-,-,-800,-,"78,400",-,
CMA,128,CMA,3/31/1991,"33,500","152,300","-263,800",0,-,-,"-12,700",-,-,-100,-,"20,800",-,
CMA,129,CMA,12/31/1990,"19,800","-56,100","-17,400",0,-,-,"-13,200",-,-,"-6,100",-,"6,600",-,
CMA,130,CMA,9/30/1990,"68,400","-104,600","57,600",0,-,-,"-11,100",-,-,-200,-,"57,300",-,
CMA,131,CMA,6/30/1990,"40,300","-155,400","216,900",0,-,-,"-9,700",-,-,-400,-,"30,600",-,
CMA,132,CMA,3/31/1990,"77,000","56,400","-232,700",0,-,-,"-9,100",-,-,-100,-,"67,900",-,
HSBC,0,HSBC,ttm,"26,434,000","-34,480,000","-6,286,000","521,671,000",,,"-4,410,000",0,"7,300,000","-1,777,000","-4,642,000","22,024,000",,
HSBC,1,HSBC,6/30/2018,-,-,-,-,,,-,-,-,-,-,-,,
HSBC,2,HSBC,3/31/2018,-,-,-,-,,,-,-,-,-,-,-,,
HSBC,3,HSBC,6/30/2017,-,-,-,-,,,-,-,-,-,-,-,,
HSBC,4,HSBC,3/31/2017,-,-,-,-,,,-,-,-,-,-,-,,
SBNY,0,SBNY,ttm,"945,677","-16,226,979","-8,384,726","5,954,643","333,495","1,024,849","-48,321",0,"8,644,493",0,-,"897,356",,
SBNY,1,SBNY,12/31/2022,"85,731","-1,199,746","-4,401,263","5,954,643","74,890","542,000","-10,610","-731,945","7,394,493","2,434,507",-,"75,121",,
SBNY,2,SBNY,9/30/2022,"621,581","-2,222,266","-1,507,755","11,469,921","135,553","291,409","-13,845",-,0,"-119,779",-,"607,736",,
SBNY,3,SBNY,6/30/2022,"405,212","-6,195,880","-5,955,257","14,578,361","92,606","126,844","-11,135",-,"-500,000","-375,000",-,"394,077",,
SBNY,4,SBNY,3/31/2022,"-166,847","-6,609,087","3,479,549","26,324,287","30,446","64,596","-12,731",-,"1,750,000","-1,939,728",-,"-179,578",,
SBNY,5,SBNY,12/31/2021,"425,439","-10,138,740","10,498,315","29,620,671","103,892","80,117","-9,651",-,0,"-25,000",-,"415,788",,
SBNY,6,SBNY,9/30/2021,"-291,144","-6,368,831","10,515,662","28,835,657","113,361","70,777","-10,611",-,0,"-100,000",-,"-301,755",,
SBNY,7,SBNY,6/30/2021,"46,415","-6,101,794","11,287,040","24,979,970","97,331","94,624","-6,574",-,"900,000","-1,160,000",-,"39,841",,
SBNY,8,SBNY,3/31/2021,"698,932","-4,511,832","11,212,878","19,748,309","38,764","79,243","-5,360",-,"850,000","-925,000",-,"693,572",,
SBNY,9,SBNY,12/31/2020,"45,363","-4,139,865","10,029,599","12,348,331","89,329","98,960","-5,763",-,"375,001",0,-,"39,600",,
SBNY,10,SBNY,9/30/2020,"300,582","-1,489,905","3,031,792","6,413,237","62,176","92,953","-10,003",-,"-515,000","-530,000",-,"290,579",,
SBNY,11,SBNY,6/30/2020,"280,271","-4,328,507","7,065,983","4,570,768","60,298","105,173","-5,184",-,"-430,000","-465,000",-,"275,087",,
SBNY,12,SBNY,3/31/2020,"278,147","-1,920,282","2,405,324","1,553,021","25,865","128,518","-14,092",-,"3,062,101","-2,425,000",-,"264,055",,
SBNY,13,SBNY,12/31/2019,"53,041","-1,214,698","1,081,565","789,832","61,940","149,738","-14,309",-,"225,000","-350,000",-,"38,732",,
SBNY,14,SBNY,9/30/2019,"73,636","60,414","411,500","869,924","44,378","155,474","-6,289",-,"-149,220","-850,000",-,"67,347",,
SBNY,15,SBNY,6/30/2019,"164,121","-391,792","72,657","324,374","80,360","156,757","-7,124",-,"1,000","-765,000",-,"156,997",,
SBNY,16,SBNY,3/31/2019,"487,626","-1,088,280","762,787","479,388","20,287","139,565","-5,215",-,"3,070,364","-2,480,000",-,"482,411",,
SBNY,17,SBNY,12/31/2018,"206,058","-1,303,924","1,219,717","317,255","31,100","127,945",-,-,"1,605,000","-600,000",-,"212,719",,
SBNY,18,SBNY,9/30/2018,"206,267","-1,026,276","471,494","195,404","16,576","106,539","-6,388",-,"-135,000","-460,000",-,"199,879",,
SBNY,19,SBNY,6/30/2018,"145,682","-996,319","552,025","543,919","38,170","96,161","-7,873",-,"920,000","-540,000",-,"137,809",,
SBNY,20,SBNY,3/31/2018,"93,556","-962,615","1,376,124","842,531","21,681","72,072","-3,887",-,"2,025,000","-2,010,000",-,"89,669",,
SBNY,21,SBNY,12/31/2017,"-141,196","-1,557,684","1,740,588","335,466","23,476","69,222","-4,920",0,"2,263,000","-340,000",-,"-146,116",,
SBNY,22,SBNY,9/30/2017,"382,923","-881,187","259,974","293,758",196,"58,090","-6,751",0,"137,000","-385,900",-,"376,172",,
SBNY,23,SBNY,6/30/2017,"-145,218","-682,424","628,152","532,048","132,090","57,936","-5,340",0,"850,000","-450,000",-,"-150,558",,
SBNY,24,SBNY,3/31/2017,"394,467","-1,220,657","1,018,777","731,538","21,380","44,490","-6,055",0,"1,125,000","-1,158,000",-,"388,412",,
SBNY,25,SBNY,12/31/2016,"266,261","-1,497,553","1,083,714","538,951","44,521","41,575","-5,661",-1,"997,828","-380,000",-,"260,600",,
SBNY,26,SBNY,9/30/2016,"221,463","-1,002,792","1,177,628","686,529","63,545","41,575","-3,891",133,"-295,000","-344,100",-,"217,572",,
SBNY,27,SBNY,6/30/2016,"-81,053","-1,487,838","1,552,120","290,230","101,267","39,163","-3,199",-1,"421,204","-345,000",-,"-84,252",,
SBNY,28,SBNY,3/31/2016,"132,555","-1,431,405","1,264,305","307,001","56,448","36,525","-3,872","318,655","925,000","-1,317,163",-,"128,683",,
SBNY,29,SBNY,12/31/2015,"307,196","-1,703,285","1,449,633","341,546","71,446","34,059","-4,567",1,"1,477,000","-190,000",-,"302,629",,
SBNY,30,SBNY,9/30/2015,"24,164","-1,687,153","1,852,784","288,002","70,930","32,900","-3,584",0,"-93,000","-210,000",-,"20,580",,
SBNY,31,SBNY,6/30/2015,"-101,454","-1,254,660","1,196,035","98,207","57,451","31,363","-2,536",36,"913,000","-150,000",-,"-103,990",,
SBNY,32,SBNY,3/31/2015,"333,415","-1,526,887","1,152,680","258,286","30,125","31,560","-1,522",306,"35,000","-295,000",-,"331,893",,
SBNY,33,SBNY,12/31/2014,"47,102","-1,338,866","1,275,144","299,078","41,946","32,791","-3,414",156,"180,000","-205,000",-,"43,688",,
SBNY,34,SBNY,9/30/2014,"117,873","-1,432,665","1,359,038","315,698","45,541","31,407","-1,342","38,619","45,000","-286,150",-,"116,531",,
SBNY,35,SBNY,6/30/2014,"175,128","-1,280,255","1,259,574","271,452","61,937","30,063","-3,408","257,216","-194,000","-259,000",-,"171,720",,
SBNY,36,SBNY,3/31/2014,"80,771","-764,112","656,369","117,005","39,890","29,556","-5,405",43,"809,000","-1,410,000",-,"75,366",,
SBNY,37,SBNY,12/31/2013,"208,925","-1,468,973","1,336,418","143,977","37,017","27,694","-2,256",255,"2,264,000","-475,000",-,"206,669",,
SBNY,38,SBNY,9/30/2013,"128,804","-1,451,208","1,252,111","67,607","26,703","27,340","-1,884",7,"316,150","-150,000",-,"126,920",,
SBNY,39,SBNY,6/30/2013,"-181,130","-1,239,333","1,462,025","137,900","61,821","25,535","-3,568",80,"75,000","-240,000",-,"-184,698",,
SBNY,40,SBNY,3/31/2013,"45,907","-753,552","710,018","96,338","26,122","25,307","-4,651",652,"20,163","-25,000",-,"41,256",,
SBNY,41,SBNY,12/31/2012,"131,682","-1,021,698","933,848","93,965","32,807","26,996","-2,419","1,703","250,000","-75,000",-,"129,263",,
SBNY,42,SBNY,9/30/2012,"32,190","-582,620","503,047","50,133","31,724","27,828","-1,178","3,460","25,000","180,175",-,"31,012",,
SBNY,43,SBNY,6/30/2012,"77,921","-607,814","568,463","97,516","49,718","27,797","-2,905","4,034","100,000","-280,175",-,"75,016",,
SBNY,44,SBNY,3/31/2012,"139,153","-627,798","507,437","58,946","19,127","29,055","-2,047",49,"75,000","-30,000",-,"137,106",,
SBNY,45,SBNY,12/31/2011,"22,805","-809,340","787,585","40,154","29,396","29,806","-1,254",155,"128,600","-25,000",-,"21,551",,
SBNY,46,SBNY,9/30/2011,"-47,220","-744,741","753,982","39,104","33,931","31,126","-2,834","254,958","25,000","275,708",-,"-50,054",,
SBNY,47,SBNY,6/30/2010,"142,433","-856,956","582,684","224,672","26,047","31,435",-582,"5,672",-,"4,033",-,"141,851",,
SBNY,48,SBNY,3/31/2010,"-45,556","-267,113","560,831","356,511","14,939","30,216",-389,890,-,"-115,942",-,"-45,945",,
SBNY,49,SBNY,6/30/2009,"7,312","-480,377","397,566","262,329",-,-,-810,"127,796",-,"2,792",0,"6,502",,
SBNY,50,SBNY,3/31/2009,"125,159","-123,963","220,375","337,828",-,-,"-1,104",138,"151,716","-106,257","-120,095","124,055",,
SBNY,51,SBNY,3/31/2008,"61,259","-74,257","8,748","234,779",-,-,"-2,632",129,-,"-93,527",-,"58,627",,
SBNY,52,SBNY,12/31/2006,"-3,567","-297,744","644,531","470,821",-,-,"-1,850",-,"-26,606",-,-,"-5,417",,
SBNY,53,SBNY,9/30/2006,"120,920","-134,752","3,298","127,601",-,-,"-1,548",-,"173,996",-,-,"119,372",,
SBNY,54,SBNY,6/30/2006,"-111,218","-59,928","221,261","138,135",-,-,"-1,665",-,"-170,395",-,-,"-112,883",,
SBNY,55,SBNY,3/31/2006,"64,494","-157,321","94,638","88,020",-,-,"-2,307",-,"256,692",-,-,"62,187",,
SBNY,56,SBNY,12/31/2005,"-62,972","-351,742","402,608","86,209",-,-,"-3,155",-,"45,000",-,-,"-66,127",,
SBNY,57,SBNY,9/30/2005,"17,848","-257,409","196,559","98,315",-,-,"-1,453",-,"-20,000",-,-,"16,395",,
SBNY,58,SBNY,6/30/2005,"-4,441","-140,254","220,925","141,317",-,-,-594,-,"57,000",-,-,"-5,035",,
SBNY,59,SBNY,3/31/2005,"-28,222","-181,087","199,336","65,087",-,-,-425,-,"18,000",-,-,"-28,647",,
SBNY,60,SBNY,12/31/2004,"20,067","-313,105","274,442","75,060",-,-,-,-,"115,000",-,-,"140,124",,
SBNY,61,SBNY,9/30/2004,"-38,745","-413,858","404,021","93,656",-,-,"-122,997",-,"25,000",-,-,"-161,742",,
SBNY,62,SBNY,6/30/2004,"-1,895","-466,515","511,137","142,238",-,-,-718,-,-,-,-,"-2,613",,
SBNY,63,SBNY,3/31/2004,"81,327","-223,495","185,799","99,511",-,-,"-1,168",-,-,"-70,000",-,"80,159",,
SBNY,64,SBNY,9/30/2003,"24,638","-155,232","138,556","102,982",-,-,-15,-,-,-,-,"24,623",,
SBNY,65,SBNY,6/30/2003,"2,853","-184,754","178,796","95,020",-,-,-,-,-,-,-,"2,896",,
SBNY,66,SBNY,3/31/2003,"27,574","-249,619","234,375","98,125",-,-,-81,-,-,-,-,"27,493",,
ZION,0,ZION,ttm,"1,470,000","1,405,000","-2,813,000","657,000","21,000","160,000","-190,000","9,000","9,514,000","-290,000","-202,000","1,280,000",-,
ZION,1,ZION,12/31/2022,"494,000","-549,000","163,000","657,000","16,000","97,000","-36,000","1,000",-,0,"-51,000","458,000",-,
ZION,2,ZION,9/30/2022,"172,000","-1,343,000","1,161,000","549,000","1,000","32,000","-52,000",0,-,0,"-50,000","120,000",-,
ZION,3,ZION,6/30/2022,"516,000","2,366,000","-3,023,000","559,000",-,"20,000","-49,000","2,000",-,0,"-50,000","467,000",-,
ZION,4,ZION,3/31/2022,"288,000","931,000","-1,114,000","700,000",-,"11,000","-53,000","6,000",-,"-290,000","-51,000","235,000",-,
ZION,5,ZION,12/31/2021,"166,000","-5,006,000","4,838,000","595,000",0,"20,000","-53,000","4,000",-,"-674,000","-325,000","113,000",-,
ZION,6,ZION,9/30/2021,"180,000","-1,050,000","942,000","597,000","15,000","18,000","-69,000","1,000",-,"-281,000","-324,000","111,000",-,
ZION,7,ZION,6/30/2021,"-201,000","-1,525,000","1,675,000","525,000","427,000","21,000","-31,000","5,000",-,-,"-227,000","-232,000",-,
ZION,8,ZION,3/31/2021,"484,000","-3,998,000","3,547,000","576,000",0,"22,000","-53,000","11,000",-,-,"-50,000","431,000",-,
ZION,9,ZION,12/31/2020,"171,000","-3,023,000","2,819,000","543,000","21,000","31,000","-48,000","3,000",0,"-481,000",0,"123,000",-,
ZION,10,ZION,9/30/2020,"150,000","-1,880,000","1,736,000","576,000","131,000","41,000","-41,000",0,0,0,0,"109,000",-,
ZION,11,ZION,6/30/2020,"245,000","-5,176,000","4,771,000","570,000","16,000","35,000","-54,000","3,000",0,-,"-1,000","191,000",-,
ZION,12,ZION,3/31/2020,"153,000","-2,125,000","1,997,000","730,000","1,000","88,000","-28,000","2,000",0,-,"-75,000","125,000",-,
ZION,13,ZION,12/31/2019,"351,000","978,000","-1,420,000","705,000","54,000","86,000","-23,000","6,000","495,000","-2,526,000","-276,000","328,000",-,
ZION,14,ZION,9/30/2019,"126,000","112,000","20,000","796,000","47,000","116,000","-34,000","1,000","-371,000","-1,074,000","-275,000","92,000",-,
ZION,15,ZION,6/30/2019,"262,000","-802,000","542,000","538,000",-,"104,000","-35,000","3,000","371,000","709,000","-275,000","227,000",-,
ZION,16,ZION,3/31/2019,"-42,000","87,000","-123,000","536,000",-,"95,000","-25,000","4,000","497,000","-709,000","-276,000","-67,000",-,
ZION,17,ZION,12/31/2018,"351,000","-1,967,000","1,713,000","614,000","65,000","80,000","-39,000","1,000","1,873,000","-162,000","-250,000","312,000",-,
ZION,18,ZION,9/30/2018,"387,000","-410,000","72,000","517,000","51,000","57,000","-36,000","2,000","497,000","-377,000","-186,000","351,000",-,
ZION,19,ZION,6/30/2018,"163,000","100,000","-265,000","468,000","90,000","55,000","-26,000","7,000",-,"-709,000","-126,000","137,000",-,
ZION,20,ZION,3/31/2018,"275,000","-429,000","76,000","470,000","1,000","44,000","-28,000","10,000","1,900,000","-2,010,000","-122,000","247,000",-,
