,,Unnamed: 0,Breakdown,Total Revenue,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Tax Rate for Calcs,Tax Effect of Unusual Items,Credit Losses Provision,Non Interest Expense,Special Income Charges,INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,Total Money Market Investments,Income from Associates & Other Participating Interests,Rent Expense Supplemental,Other Non Operating Income Expenses,Earnings from Equity Interest Net of Tax,Operating Income
WFC,18,WFC,12/31/2018,"20,980,000","7,120,000","966,000","5,711,000",,"5,711,000",1.22,1.21,"4,665,800","4,700,800","6,064,000","6,064,000",,,,"264,000","6,064,000",-,-,0,0,"-521,000","13,339,000",-,"12,123,000",,"21,000",-,-,,
WFC,19,WFC,9/30/2018,"21,941,000","7,598,000","1,512,000","5,453,000",,"5,453,000",1.14,1.13,"4,784,000","4,823,200","6,007,000","6,007,000",,,,"264,000","6,007,000",-,-,0,0,"-580,000","13,763,000",-,"11,992,000",,"416,000",-,-,,
WFC,20,WFC,6/30/2018,"21,553,000","7,119,000","1,810,000","4,792,000",,"4,792,000",0.98,0.98,"4,865,800","4,899,800","5,186,000","5,186,000",,,,"265,000","5,186,000",-,-,0,0,"-452,000","13,982,000",-,"12,089,000",,"295,000",-,-,,
WFC,21,WFC,3/31/2018,"21,151,000","7,501,000","1,374,000","5,533,000",,"5,533,000",0.97,0.96,"4,885,700","4,930,700","5,936,000","5,936,000",,,,"265,000","5,936,000",-,-,0,0,"-191,000","14,242,000",-,"12,047,000",,"783,000",-,-,,
WFC,22,WFC,12/31/2017,"20,763,000","4,599,000","-1,642,000","5,740,000",,"5,740,000",1.17,1.16,"4,912,500","4,963,100","6,151,000","5,642,200",,,,"288,000","6,151,000","848,000","848,000",0,"339,200","-651,000","16,800,000","848,000","11,662,000",,"439,000",-,-,,
WFC,23,WFC,9/30/2017,"21,688,000","6,858,000","2,204,000","4,185,000",,"4,185,000",0.83,0.83,"4,948,600","4,996,800","4,596,000","4,596,000",,,,"288,000","4,596,000",-,-,0,0,"-717,000","14,351,000",-,"11,759,000",,"238,000",-,-,,
WFC,24,WFC,6/30/2017,"21,981,000","8,073,000","2,225,000","5,404,000",,"5,404,000",1.09,1.08,"4,989,900","5,037,700","5,810,000","5,810,000",,,,"287,000","5,810,000",-,-,0,0,"-555,000","13,541,000",-,"11,928,000",,"188,000",-,-,,
WFC,25,WFC,3/31/2017,"21,599,000","7,605,000","2,057,000","5,056,000",,"5,056,000",1.05,1.03,"5,008,600","5,070,400","5,457,000","5,457,000",,,,"289,000","5,457,000",-,-,0,0,"-605,000","13,792,000",-,"11,695,000",,"403,000",-,-,,
WFC,26,WFC,12/31/2016,"21,276,000","7,562,000","2,258,000","4,872,000",,"4,872,000",0.97,0.96,"5,025,600","5,078,200","5,274,000","5,274,000",,,,"301,000","5,274,000",-,-,0,0,"-805,000","13,215,000",-,"11,597,000",,"306,000",-,-,,
WFC,27,WFC,9/30/2016,"22,188,000","8,255,000","2,601,000","5,243,000",,"5,243,000",1.04,1.03,"5,043,400","5,094,600","5,644,000","5,644,000",,,,"299,000","5,644,000",-,-,0,0,"-805,000","13,268,000",-,"11,147,000",,"140,000",-,-,,
WFC,28,WFC,6/30/2016,"21,973,000","8,222,000","2,649,000","5,173,000",,"5,173,000",1.02,1.01,"5,066,900","5,118,100","5,558,000","5,558,000",,,,"299,000","5,558,000","290,000","290,000",0,0,"-1,074,000","12,866,000","290,000","10,659,000",,"189,000",-,-,,
WFC,29,WFC,3/31/2016,"21,951,000","8,081,000","2,567,000","5,085,000",,"5,085,000",1.00,0.99,"5,075,700","5,139,400","5,462,000","5,462,000",,,,"293,000","5,462,000","381,000","381,000",0,0,"-1,086,000","13,028,000","381,000","10,581,000",,"244,000",-,-,,
WFC,30,WFC,12/31/2015,"21,163,000","8,356,000","2,599,000","5,337,000",,"5,337,000",1.05,1.03,"5,108,500","5,177,900","5,709,000","5,709,000",,,,"311,000","5,709,000",-,-,0,0,"-831,000","12,399,000",-,"10,757,000",,"423,000",-,-,,
WFC,31,WFC,9/30/2015,"20,955,000","8,773,000","2,790,000","5,443,000",,"5,443,000",1.06,1.05,"5,125,800","5,193,800","5,796,000","5,796,000",,,,"311,000","5,796,000",-,-,0,0,"-703,000","12,399,000",-,"10,754,000",,"920,000",-,-,,
WFC,32,WFC,6/30/2015,"20,801,000","8,549,000","2,763,000","5,363,000",,"5,363,000",1.04,1.03,"5,151,900","5,220,500","5,719,000","5,719,000",,,,"312,000","5,719,000",-,-,0,0,"-300,000","12,469,000",-,"10,970,000",,"517,000",-,-,,
WFC,33,WFC,3/31/2015,"20,908,000","8,163,000","2,279,000","5,461,000",,"5,461,000",1.06,1.04,"5,160,400","5,243,600","5,804,000","5,804,000",,,,"312,000","5,804,000",-,-,0,0,"-608,000","12,507,000",-,"10,378,000",,"370,000",-,-,,
WFC,34,WFC,12/31/2014,"21,071,000","8,311,000","2,519,000","5,382,000",,"5,382,000",1.04,1.02,"5,192,500","5,279,200","5,709,000","5,709,000",,,,"338,000","5,709,000",-,-,0,0,"-485,000","12,647,000",-,"10,695,000",,"372,000",-,-,,
WFC,35,WFC,9/30/2014,"20,501,000","8,597,000","2,642,000","5,408,000",,"5,408,000",1.04,1.02,"5,225,900","5,310,400","5,729,000","5,729,000",,,,"342,000","5,729,000",-,-,0,0,"-368,000","12,248,000",-,"10,573,000",,"712,000",-,-,,
WFC,36,WFC,6/30/2014,"20,617,000","8,655,000","2,869,000","5,424,000",,"5,424,000",1.02,1.01,"5,268,400","5,350,800","5,726,000","5,726,000",,,,"349,000","5,726,000",-,-,0,0,"-217,000","12,194,000",-,"10,574,000",,"449,000",-,-,,
WFC,37,WFC,3/31/2014,"19,778,000","8,352,000","2,277,000","5,607,000",,"5,607,000",1.07,1.05,"5,262,800","5,353,300","5,893,000","5,893,000",,,,"341,000","5,893,000",-,-,0,0,"-325,000","11,948,000",-,"10,290,000",,"847,000",-,-,,
WFC,38,WFC,12/31/2013,"20,011,000","8,217,000","2,504,000","5,369,000",,"5,369,000",1.02,1.00,"5,270,300","5,358,600","5,610,000","5,610,000",,,,"375,000","5,610,000",-,-,0,0,"-363,000","12,085,000",-,"10,440,000",,"654,000",-,-,,
WFC,39,WFC,9/30/2013,"19,976,000","8,301,000","2,618,000","5,317,000",,"5,317,000",1.00,0.99,"5,295,300","5,381,700","5,578,000","5,578,000",,,,"375,000","5,578,000",-,-,0,0,"-75,000","12,102,000",-,"10,673,000",,"502,000",-,-,,
WFC,40,WFC,6/30/2013,"21,175,000","8,471,000","2,863,000","5,272,000",,"5,272,000",1.00,0.98,"5,304,700","5,384,600","5,519,000","5,519,000",,,,"377,000","5,519,000",-,-,0,0,"-652,000","12,255,000",-,"10,098,000",,"203,000",-,-,,
WFC,41,WFC,3/31/2013,"21,146,000","7,640,000","2,420,000","4,931,000",,"4,931,000",0.93,0.92,"5,279,000","5,353,500","5,171,000","5,171,000",,,,"377,000","5,171,000",-,-,0,0,"-1,219,000","12,400,000",-,"9,280,000",,"113,000",-,-,,
WFC,42,WFC,12/31/2012,"21,233,000","7,221,000","1,924,000","4,857,000",,"4,857,000",0.92,0.91,"5,272,400","5,338,700","5,090,000","5,090,000",,,,"418,000","5,090,000","-608,000","-608,000",0,0,"-1,831,000","12,896,000",-,"8,812,000",,"715,000",-,-,,
WFC,43,WFC,9/30/2012,"21,049,000","7,510,000","2,480,000","4,717,000",,"4,717,000",0.89,0.88,"5,288,100","5,355,600","4,937,000","4,790,989",,,,"419,000","4,937,000","218,000","218,000",0,"71,989","-1,591,000","12,112,000",-,"9,071,000",,"164,000",-,-,,
WFC,44,WFC,6/30/2012,"21,047,000","7,092,000","2,371,000","4,403,000",,"4,403,000",0.83,0.82,"5,306,900","5,369,900","4,622,000","4,542,118",,,,"418,000","4,622,000","120,000","120,000",0,"40,118","-1,800,000","12,397,000",-,"9,237,000",,"242,000",-,-,,
WFC,45,WFC,3/31/2012,"21,272,000","6,648,000","2,328,000","4,022,000",,"4,022,000",0.76,0.75,"5,282,600","5,337,800","4,248,000","4,209,661",,,,"419,000","4,248,000","59,000","59,000",0,"20,661","-1,995,000","12,993,000",-,"8,893,000",,"364,000",-,-,,
WFC,46,WFC,12/31/2011,"20,544,000","6,057,000","1,874,000","3,888,000",,"3,888,000",0.74,0.73,"5,271,900","5,317,600","4,107,000","4,107,000",,,,"725,000","4,107,000","-2,181,000","-2,181,000",0,0,"-2,040,000","12,508,000",-,"8,852,000",,"61,000",-,-,,
WFC,47,WFC,9/30/2011,"19,284,000","6,140,000","1,998,000","3,839,000",,"3,839,000",0.73,0.72,"5,275,500","5,319,200","4,055,000","3,863,416",,,,"466,000","4,055,000","284,000","284,000",0,"92,416","-1,811,000","11,677,000",-,"8,731,000",,"344,000",-,-,,
WFC,48,WFC,6/30/2011,"19,662,000","6,073,000","2,001,000","3,728,000",,"3,728,000",0.70,0.70,"5,286,500","5,331,700","3,948,000","3,878,938",,,,"464,000","3,948,000","103,000","103,000",0,"33,938","-1,838,000","12,475,000",-,"8,840,000",,"724,000",-,-,,
WFC,49,WFC,3/31/2011,"19,976,000","5,386,000","1,572,000","3,570,000",,"3,570,000",0.68,0.67,"5,278,800","5,333,100","3,759,000","3,704,474",,,,"483,000","3,759,000","77,000","77,000",0,"22,474","-2,210,000","12,733,000",-,"8,441,000",,"353,000",-,-,,
WFC,50,WFC,12/31/2010,"21,177,000","5,165,000","1,672,000","3,232,000",,"3,232,000",0.62,0.61,"5,256,200","5,293,800","3,414,000","3,414,000",,,,"422,000","3,414,000",-,-,0,0,"-2,989,000","13,340,000",-,"8,074,000",,"317,000",-,-,,
WFC,51,WFC,9/30/2010,"20,743,000","5,176,000","1,751,000","3,150,000",,"3,150,000",0.60,0.60,"5,240,100","5,273,200","3,339,000","3,414,435",,,,"167,000","3,339,000","-114,000","-114,000",0,"-38,565","-3,445,000","12,253,000",-,"7,653,000",,"131,000",-,-,,
WFC,52,WFC,6/30/2010,"21,106,000","4,659,000","1,514,000","3,062,000",,"3,062,000",0.55,0.55,"5,219,700","5,260,800","3,062,000","3,062,000",,,,"622,000","3,062,000",-,-,0,0,"-3,989,000","12,746,000",-,"7,460,000",,"288,000",-,-,,
WFC,53,WFC,3/31/2010,"21,405,000","4,001,000","1,401,000","2,372,000",,"2,372,000",0.46,0.45,"5,190,400","5,225,200","2,197,000","2,197,000",,,,"713,000","2,197,000",-,-,0,0,"-5,330,000","12,117,000",-,"5,817,000",,"43,000",-,-,,
WFC,54,WFC,12/31/2009,"22,423,000","3,962,000","949,000","394,000",,"394,000",0.08,0.08,"4,764,800","4,796,100","2,823,000","3,165,214",,,,"404,000","2,823,000","-450,000","-450,000",0,"-107,786","-5,913,000","12,371,000","-450,000","5,587,000",,"273,000",-,-,,
WFC,55,WFC,9/30/2009,"22,437,000","4,671,000","1,355,000","2,637,000",,"2,637,000",0.56,0.56,"4,678,300","4,706,400","2,637,000","2,637,000",,,,"897,000","2,637,000",-,-,0,0,"-6,111,000","11,684,000",-,"5,573,000",,"29,000",-,-,,
WFC,56,WFC,6/30/2009,"22,467,000","4,724,000","1,475,000","2,575,000",,"2,575,000",0.58,0.57,"4,483,100","4,501,600","3,172,000","3,172,000",,,,"559,000","3,172,000",-,-,0,0,"-5,086,000","12,697,000",-,"6,678,000",,"40,000",-,-,,
WFC,57,WFC,3/31/2009,"21,174,000","4,641,000","1,552,000","2,384,000",,"2,384,000",0.56,0.56,"4,247,400","4,249,300","3,045,000","3,045,000",,,,"981,000","3,045,000",-,-,0,0,"-4,558,000","11,818,000",-,"6,818,000",,"-157,000",-,-,,
WFC,58,WFC,12/31/2008,"9,824,000","-4,442,000","-1,895,000","-2,833,000",,"-2,833,000",-0.79,-0.79,"3,582,400","3,593,600","-2,547,000","-2,498,900",,,,"515,000","-2,547,000","-74,000","-74,000",0,"-25,900","-8,444,000","5,748,000","-74,000","-1,720,000",,-,-,-,,
WFC,59,WFC,9/30/2008,"10,379,000","2,367,000","730,000","1,637,000",,"1,637,000",0.49,0.49,"3,316,400","3,331,000","1,637,000","1,637,000",,,,"406,000","1,637,000",-,-,0,0,"-2,495,000","5,517,000",-,"3,886,000",,-,-,-,,
WFC,60,WFC,6/30/2008,"11,459,000","2,587,000","834,000","1,753,000",,"1,753,000",0.53,0.53,"3,309,800","3,321,400","1,753,000","1,753,000",,,,"380,000","1,753,000",-,-,0,0,"-3,012,000","5,860,000",-,"3,266,000",,-,-,-,,
WFC,61,WFC,3/31/2008,"10,563,000","3,073,000","1,074,000","1,999,000",,"1,999,000",0.61,0.60,"3,302,400","3,317,900","1,999,000","1,999,000",,,,"368,000","1,999,000",-,-,0,0,"-2,028,000","5,462,000",-,"3,732,000",,-,-,-,,
WFC,62,WFC,12/31/2007,"9,471,000","1,523,000","272,000","1,251,000",,"1,251,000",-,-,-,-,"1,251,000","1,251,000",,,,"391,000","1,251,000",-,-,0,0,"-2,612,000","5,870,000",-,"2,876,000",,-,-,-,,
WFC,63,WFC,9/30/2007,"9,853,000","3,460,000","1,177,000","2,283,000",,"2,283,000",0.69,0.68,"3,339,600","3,374,000","2,283,000","2,283,000",,,,"377,000","2,283,000",-,-,0,0,"-892,000","5,501,000",-,"4,388,000",,-,-,-,,
WFC,64,WFC,6/30/2007,"9,891,000","3,444,000","1,165,000","2,279,000",,"2,279,000",0.68,0.67,"3,351,200","3,389,300","2,279,000","2,279,000",,,,"382,000","2,279,000",-,-,0,0,"-720,000","5,727,000",-,"4,476,000",,-,-,-,,
WFC,65,WFC,3/31/2007,"9,441,000","3,200,000","956,000","2,244,000",,"2,244,000",0.66,0.66,"3,376,000","3,416,100","2,244,000","2,244,000",,,,"382,000","2,244,000",-,-,0,0,"-715,000","5,526,000",-,"4,295,000",,-,-,-,,
WFC,66,WFC,12/31/2006,"8,675,000","3,276,000","1,095,000","2,181,000",,"2,181,000",-,-,-,-,"2,181,000","2,181,000",,,,"971,000","2,181,000",-,-,0,0,"-726,000","5,424,000",-,"4,324,000",,-,-,-,,
WFC,67,WFC,9/30/2006,"8,934,000","3,240,000","1,046,000","2,194,000",,"2,194,000",0.65,0.64,"3,371,900","3,416,000","2,194,000","2,194,000",,,,"976,000","2,194,000",-,-,0,0,"-613,000","5,081,000",-,"4,434,000",,-,-,-,,
WFC,68,WFC,6/30/2006,"8,789,000","3,181,000","1,092,000","2,089,000",,"2,089,000",0.62,0.61,"3,363,800","3,404,400","2,089,000","2,089,000",,,,"734,000","2,089,000",-,-,0,0,"-432,000","5,176,000",-,"4,552,000",,-,-,-,,
WFC,69,WFC,3/31/2006,"8,555,000","3,048,000","1,030,000","2,018,000",,"2,018,000",0.60,0.60,"3,358,300","3,395,700","2,018,000","2,018,000",,,,"540,000","2,018,000",-,-,0,0,"-433,000","5,074,000",-,"4,437,000",,-,-,-,,
WFC,70,WFC,12/31/2005,"8,492,000","2,906,000","976,000","1,930,000",,"1,930,000",-,-,-,-,"1,930,000","1,930,000",,,,"1,159,000","1,930,000",-,-,0,0,"-703,000","4,883,000",-,"4,136,000",,-,-,-,,
WFC,71,WFC,9/30/2005,"8,503,000","2,973,000","998,000","1,975,000",,"1,975,000",0.58,0.58,"3,373,600","3,410,600","1,975,000","1,975,000",,,,"1,000,000","1,975,000",-,-,0,0,"-641,000","4,889,000",-,"4,035,000",,-,-,-,,
WFC,72,WFC,6/30/2005,"7,865,000","2,857,000","947,000","1,910,000",,"1,910,000",0.57,0.56,"3,375,400","3,414,400","1,910,000","1,910,000",,,,"949,000","1,910,000",-,-,0,0,"-454,000","4,554,000",-,"4,082,000",,-,-,-,,
