,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Cash & Cash Equivalents,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Home Loan Bank Stock,Customer Acceptances,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Prepaid Assets,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Non Current Deferred Liabilities,Non Current Deferred Revenue,Preferred Securities Outside Stock Equity,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
114,9/30/1994,"50,306,000","7,716,000","3,759,000",-,"3,021,000","738,000",-,-,-,"3,957,000","3,957,000",-,"1,007,000",-,"6,232,000","1,419,000","4,813,000",-,-,-,-,"31,735,000","32,569,000",-,-,-,"32,569,000","834,000",-,"240,000","240,000","240,000",-,-,"918,000",-,-,-,-,"2,458,000","46,085,000","34,259,000","24,723,000","24,723,000","9,536,000","1,473,000","1,149,000","1,149,000","179,000","970,000","970,000",-,-,-,-,-,-,-,-,"7,729,000","7,729,000",-,-,-,-,-,"1,475,000","4,221,000","4,221,000","126,000","126,000",-,"1,910,000",-,-,-,-,-,"2,185,000",-,"11,950,000","126,000","4,095,000","4,221,000","11,824,000","4,095,000","7,729,000","3,970,000","751,112","751,112",-,-
115,6/30/1994,"52,347,000","8,339,000","8,086,000",-,"7,268,000","818,000",-,-,-,"253,000","253,000",-,"1,223,000",-,"7,107,000","2,497,000","4,610,000",-,-,-,-,"32,166,000","33,051,000",-,-,-,"33,051,000","885,000",-,"234,000","234,000","234,000",-,-,"926,000",-,-,-,-,"2,352,000","48,225,000","34,443,000","25,687,000","25,687,000","8,756,000","2,231,000","1,043,000","1,043,000","180,000","863,000","863,000",-,-,"7,323,000","7,323,000",-,"7,323,000",-,-,"1,526,000","1,526,000",-,-,-,-,-,"1,659,000","4,122,000","4,122,000","135,000","135,000",-,"1,770,000",-,-,-,-,-,"2,217,000",-,"5,648,000","135,000","3,987,000","4,122,000","12,836,000","3,987,000","8,849,000","763,000","751,336","751,336",-,-
116,3/31/1994,"48,008,000","3,763,000","3,463,000",-,"3,165,000","298,000",-,-,-,"300,000","300,000",-,"1,074,000",-,"8,098,000","2,479,000","5,619,000",-,-,-,-,"31,626,000","32,560,000",-,-,-,"32,560,000","934,000",-,"221,000","221,000","221,000",-,-,"934,000",-,-,-,-,"2,292,000","43,979,000","32,757,000","23,965,000","23,965,000","8,792,000","2,726,000","949,000","949,000","130,000","819,000","819,000",-,-,"4,382,000","4,382,000",-,"4,382,000",-,-,"1,540,000","1,540,000",-,-,-,-,-,"1,625,000","4,029,000","4,029,000","138,000","138,000",-,"1,650,000",-,-,-,-,-,"2,241,000",-,"5,569,000","138,000","3,891,000","4,029,000","9,813,000","3,891,000","5,922,000","2,459,000","751,216","751,216",-,-
117,12/31/1993,"45,546,000","4,816,000","4,780,000",-,"4,511,000","269,000",-,-,-,"36,000","36,000",-,"888,000",-,"6,922,000","1,325,000","5,597,000",-,-,-,-,"29,600,000","30,570,000",-,-,-,"30,570,000","970,000",-,"222,000","222,000","222,000",-,-,"945,000",-,-,-,-,"2,153,000","41,474,000","32,159,000","23,469,000","23,469,000","8,690,000","2,711,000","874,000","874,000","111,000","763,000","763,000",-,-,"2,781,000","2,781,000",-,"2,781,000",-,-,"1,590,000","1,590,000",-,-,-,-,-,"1,359,000","4,072,000","4,072,000","294,000","294,000",-,"1,536,000",-,-,-,-,-,"2,242,000",-,"5,662,000","294,000","3,778,000","4,072,000","8,149,000","3,778,000","4,371,000",-,"748,912","748,912",-,-
118,9/30/1993,"45,544,000","4,794,000","4,688,000",-,"4,470,000","218,000",-,-,-,"106,000","106,000",-,"914,000",-,"6,786,000","1,392,000","5,394,000",-,-,-,-,"29,364,000","30,368,000",-,-,-,"30,368,000","1,004,000",-,"217,000","217,000","217,000",-,-,"953,000",-,-,-,-,"2,516,000","41,581,000","31,723,000","23,038,000","23,038,000","8,685,000","2,591,000","901,000","901,000","120,000","781,000","781,000",-,-,"3,039,000","3,039,000",-,"3,039,000",-,-,"1,740,000","1,740,000",-,-,-,-,-,"1,587,000","3,963,000","3,963,000","296,000","296,000",-,"1,430,000",-,-,-,-,-,"2,237,000",-,"5,703,000","296,000","3,667,000","3,963,000","8,446,000","3,667,000","4,779,000","91,000","747,736","747,736",-,-
119,6/30/1993,"41,045,000","4,554,000","4,369,000",-,"4,202,000","167,000",-,-,-,"185,000","185,000",-,"1,009,000",-,"4,957,000","1,326,000","3,631,000",-,-,-,-,"27,250,000","28,216,000",-,-,-,"28,216,000","966,000",-,"189,000","189,000","189,000",-,-,"853,000",-,-,-,-,"2,233,000","37,450,000","27,839,000","20,611,000","20,611,000","7,228,000","2,152,000","841,000","841,000","123,000","718,000","718,000",-,-,"3,161,000","3,161,000",-,"3,161,000",-,-,"1,981,000","1,981,000",-,-,-,-,-,"1,476,000","3,595,000","3,595,000","267,000","267,000",-,"1,143,000",-,-,-,-,-,"2,185,000",-,"5,576,000","267,000","3,328,000","3,595,000","8,470,000","3,328,000","5,142,000","773,000","664,408","664,408",-,-
120,3/31/1993,"40,047,000","4,776,000","4,764,000",-,"4,548,000","216,000",-,-,-,"12,000","12,000",-,"854,000",-,"4,670,000","971,000","3,699,000",-,-,-,-,"26,185,000","27,178,000",-,-,-,"27,178,000","993,000",-,"230,000","230,000","230,000",-,-,"862,000",-,-,-,-,"2,470,000","36,476,000","27,186,000","20,212,000","20,212,000","6,974,000","2,626,000","770,000","770,000","119,000","651,000","651,000",-,-,"2,801,000","2,801,000",-,"2,801,000",-,-,"1,695,000","1,695,000",-,-,-,-,-,"1,398,000","3,571,000","3,571,000","342,000","342,000",-,"1,052,000",-,-,-,-,-,"2,177,000",-,"5,266,000","342,000","3,229,000","3,571,000","7,725,000","3,229,000","4,496,000",-,"662,560","662,560",-,-
121,12/31/1992,"40,909,000","5,347,000","5,317,000",-,"5,084,000","233,000",-,-,-,"30,000","30,000",-,"611,000",-,"5,384,000","736,000","4,648,000",-,-,-,-,"26,388,000","27,391,000",-,-,-,"27,391,000","1,003,000",-,"201,000","201,000","201,000",-,-,"718,000",-,-,-,-,"2,260,000","37,394,000","29,449,000","21,915,000","21,915,000","7,534,000","1,685,000","527,000","527,000","146,000","381,000","381,000",-,-,"3,029,000","3,029,000",-,"3,029,000",-,-,"1,701,000","1,701,000",-,-,-,-,-,"1,003,000","3,515,000","3,515,000","400,000","400,000",-,"1,010,000",-,-,-,-,-,"2,105,000",-,"5,216,000","400,000","3,115,000","3,515,000","7,845,000","3,115,000","4,730,000",-,"646,920","646,920",-,-
122,9/30/1992,"42,379,000","4,337,000","2,296,000",-,"1,545,000","751,000",-,-,-,"2,041,000","2,041,000",-,"816,000",-,"6,429,000","1,124,000","5,305,000",-,-,-,-,"27,276,000","28,236,000",-,-,-,"28,236,000","960,000",-,"245,000","245,000","245,000",-,-,"706,000",-,-,-,-,"2,570,000","38,963,000","28,023,000","21,092,000","21,092,000","6,931,000","4,499,000","500,000","500,000","139,000","361,000","361,000",-,-,"2,807,000","2,807,000",-,"2,807,000",-,-,"1,554,000","1,554,000",-,-,-,-,-,"1,580,000","3,416,000","3,416,000","387,000","387,000",-,"942,000",-,-,-,-,-,"2,087,000",-,"4,970,000","387,000","3,029,000","3,416,000","7,390,000","3,029,000","4,361,000","2,065,000","638,912","638,912",-,-
123,6/30/1992,"41,337,000","5,936,000","3,254,000",-,"2,278,000","976,000",-,-,-,"2,682,000","2,682,000",-,"574,000",-,"4,564,000","878,000","3,686,000",-,-,-,-,"26,523,000","27,493,000",-,-,-,"27,493,000","970,000",-,"233,000","233,000","233,000",-,-,"715,000",-,-,-,-,"2,792,000","37,986,000","29,582,000","22,321,000","22,321,000","7,261,000","3,042,000","465,000","465,000","188,000","277,000","277,000",-,-,"2,671,000","2,671,000",-,"2,671,000",-,-,"1,227,000","1,227,000",-,-,-,-,-,"999,000","3,351,000","3,351,000","387,000","387,000",-,"882,000",-,-,-,-,-,"2,082,000",-,"4,578,000","387,000","2,964,000","3,351,000","6,862,000","2,964,000","3,898,000","644,000","638,104","638,104",-,-
124,3/31/1992,"40,149,000","4,263,000","2,529,000",-,"2,138,000","391,000",-,-,-,"1,734,000","1,734,000",-,"719,000",-,"4,615,000","583,000","4,032,000",-,-,-,-,"26,786,000","27,770,000",-,-,-,"27,770,000","984,000",-,"253,000","253,000","253,000",-,-,"724,000",-,-,-,-,"2,789,000","37,194,000","29,245,000","22,873,000","22,873,000","6,372,000","3,801,000","427,000","427,000","182,000","245,000","245,000",-,-,"1,117,000","1,117,000",-,"1,117,000",-,-,"1,232,000","1,232,000",-,-,-,-,-,"1,372,000","2,955,000","2,955,000","394,000","394,000",-,"831,000",-,-,-,-,-,"1,730,000",-,"4,187,000","394,000","2,561,000","2,955,000","4,910,000","2,561,000","2,349,000",-,"560,992","560,992",-,-
125,12/31/1991,"39,426,000","3,832,000","2,255,000",-,"1,915,000","340,000",-,-,-,"1,577,000","1,577,000",-,"668,000",-,"4,258,000","485,000","3,773,000",-,-,-,-,"26,988,000","27,996,000",-,-,-,"27,996,000","1,008,000",-,"268,000","268,000","268,000",-,-,"734,000",-,-,-,-,"2,678,000","36,524,000","28,974,000","22,632,000","22,632,000","6,342,000","3,597,000","459,000","459,000","225,000","234,000","234,000",-,-,"1,128,000","1,128,000",-,"1,128,000",-,-,"1,232,000","1,232,000",-,-,-,-,-,"1,134,000","2,902,000","2,902,000","395,000","395,000",-,"785,000",-,-,-,-,-,"1,722,000",-,"4,134,000","395,000","2,507,000","2,902,000","4,867,000","2,507,000","2,360,000","105,000","559,400","559,400",-,-
126,9/30/1991,"40,323,600","4,090,700","2,237,800",-,"1,851,500","386,300",-,-,-,"1,852,900","1,852,900",-,"712,000",-,"4,083,500","841,100","3,242,400",-,-,-,-,"27,941,000","29,036,000",-,-,-,"29,036,000","1,095,000",-,"260,300","260,300","260,300",-,-,"748,900",-,-,-,-,"2,487,200","37,450,700","30,443,700","24,277,900","24,277,900","6,165,800","2,728,600","499,800","499,800","228,500","271,300","271,300",-,-,"1,314,600","1,314,600",-,"1,314,600",-,-,"1,234,000","1,234,000",-,-,-,-,-,"1,230,000","2,872,900","2,872,900","394,800","394,800",-,"756,100",-,-,-,-,-,"1,722,000",-,"4,106,900","394,800","2,478,100","2,872,900","5,026,700","2,478,100","2,548,600","310,800","558,536","558,536",-,-
127,6/30/1991,"41,359,700","4,424,800","2,016,400",-,"1,481,300","535,100",-,-,-,"2,408,400","2,408,400",-,"682,700",-,"3,620,400","449,100","3,171,300",-,-,-,-,"29,222,300","30,435,400",-,-,-,"30,435,400","1,213,100",-,"313,500","313,500","313,500",-,-,"764,300",-,-,-,-,"2,331,700","38,514,700","31,832,100","25,409,900","25,409,900","6,422,200","2,560,000","461,000","461,000","245,600","215,400","215,400",-,-,"1,597,400","1,597,400",-,"1,597,400",-,-,"853,800","853,800",-,-,-,-,-,"1,210,400","2,845,000","2,845,000","394,800","394,800",-,"729,500",-,-,-,-,-,"1,720,700",-,"3,698,800","394,800","2,450,200","2,845,000","4,901,400","2,450,200","2,451,200","434,800","558,404","558,404",-,-
128,3/31/1991,"39,436,500","3,788,300","2,379,400",-,"1,696,000","683,400",-,-,-,"1,408,900","1,408,900",-,"793,800",-,"3,046,600","398,200","2,648,400",-,-,-,-,"28,253,400","29,487,400",-,-,-,"29,487,400","1,234,000",-,"331,500","331,500","331,500",-,-,"792,100",-,-,-,-,"2,430,800","36,627,000","31,663,200","26,212,800","26,212,800","5,450,400","827,400","483,100","483,100","268,800","214,300","214,300",-,-,"1,480,800","1,480,800",-,"1,480,800",-,-,"862,200","862,200",-,-,-,-,-,"1,310,300","2,809,500","2,809,500","394,800","394,800",-,"695,300",-,-,-,-,-,"1,719,400",-,"3,671,700","394,800","2,414,700","2,809,500","4,757,700","2,414,700","2,343,000",-,"558,240","558,240",-,-
129,12/31/1990,"45,389,900","5,302,300","3,712,600",-,"2,860,000","852,600",-,-,-,"1,589,700","1,589,700",-,"1,250,500",-,"3,506,200","219,100","3,287,100",-,-,-,-,"31,971,900","33,009,000",-,-,-,"33,009,000","1,037,100",-,"375,900","375,900","375,900",-,-,"822,200",-,-,-,-,"2,160,900","42,504,200","34,021,200","26,666,100","26,666,100","7,355,100","3,441,100","615,200","615,200","280,000","335,200","335,200",-,-,"1,831,300","1,831,300",-,"1,831,300",-,-,"864,800","864,800",-,-,-,-,-,"1,730,600","2,885,700","2,885,700","394,800","394,800",-,"781,200",-,-,-,-,-,"1,709,700",-,"3,750,500","394,800","2,490,900","2,885,700","5,187,000","2,490,900","2,696,100",-,"554,824","554,824",-,-
130,9/30/1990,"47,814,500","5,450,600","3,952,800",-,"3,087,600","865,200",-,-,-,"1,497,800","1,497,800",-,"1,281,000",-,"3,998,900","585,700","3,413,200",-,-,-,-,"33,694,600","34,649,800",-,-,-,"34,649,800","955,200",-,"407,700","407,700","407,700",-,-,"832,000",-,-,-,-,"2,149,700","44,953,900","35,187,800","28,617,900","28,617,900","6,569,900","4,219,600","637,000","637,000","296,000","341,000","341,000",-,-,"1,959,600","1,959,600",-,"1,959,600",-,-,"867,800","867,800",-,-,-,-,-,"2,082,100","2,860,600","2,860,600","394,800","394,800",-,"756,800",-,-,-,-,-,"1,709,000",-,"3,728,400","394,800","2,465,800","2,860,600","5,293,200","2,465,800","2,827,400",-,"553,464","553,464",-,-
131,6/30/1990,"48,953,500","5,353,000","3,563,300",-,"2,618,900","944,400",-,-,-,"1,789,700","1,789,700",-,"1,133,300",-,"4,115,700","456,300","3,659,400",-,-,-,-,"34,974,300","35,913,800",-,-,-,"35,913,800","939,500",-,"410,900","410,900","410,900",-,-,"836,900",-,-,-,-,"2,129,400","46,091,800","33,241,900","26,207,800","26,207,800","7,034,100","7,630,200","625,000","625,000","320,500","304,500","304,500",-,-,"1,810,700","1,810,700",-,"1,810,700",-,-,"872,400","872,400",-,-,-,-,-,"1,911,600","2,861,700","2,861,700","394,800","394,800",-,"754,500",-,-,-,-,-,"1,712,400",-,"3,734,100","394,800","2,466,900","2,861,700","5,150,000","2,466,900","2,683,100",-,"553,564","553,564",-,-
132,3/31/1990,"47,845,900","4,697,200","3,746,300",-,"2,724,800","1,021,500",-,-,-,"950,900","950,900",-,"1,277,600",-,"3,955,200","240,400","3,714,800",-,-,-,-,"34,483,200","35,416,200",-,-,-,"35,416,200","933,000",-,"390,300","390,300","390,300",-,-,"846,800",-,-,-,-,"2,195,600","45,030,000","32,887,500","26,176,300","26,176,300","6,711,200","6,615,900","710,100","710,100","323,900","386,200","386,200",-,-,"1,944,400","1,944,400",-,"1,944,400",-,-,"873,900","873,900",-,-,-,-,-,"1,998,200","2,815,900","2,815,900","394,800","394,800",-,"739,100",-,-,-,-,-,"1,682,000",-,"3,689,800","394,800","2,421,100","2,815,900","5,239,400","2,421,100","2,818,300",-,"544,964","544,964",-,-
133,12/31/1989,"48,856,500","5,576,100","3,530,100",-,"2,685,300","844,800",-,-,-,"2,046,000","2,046,000",-,"1,389,200",-,"3,920,100","90,900","3,829,200",-,-,-,-,"34,629,400","35,751,500",-,-,-,"35,751,500","1,122,100",-,"513,000","513,000","513,000",-,-,"851,800",-,-,-,-,"1,976,900","46,092,200","34,927,200","26,895,800","26,895,800","8,031,400","6,076,000","490,100","490,100","392,800","97,300","97,300",-,-,"1,556,100","1,556,100",-,"1,556,100",-,-,"950,700","950,700",-,-,-,-,-,"2,092,100","2,764,300","2,764,300","396,500","396,500",-,"687,700",-,-,-,-,-,"1,680,100",-,"3,715,000","396,500","2,367,800","2,764,300","4,874,600","2,367,800","2,506,800",-,"543,168","543,168",-,-
